Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_Tonne,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_H2_tonne_per_hr_z1,Load_H2_tonne_per_hr_z2,Load_H2_tonne_per_hr_z3,Load_H2_tonne_per_hr_z4,Load_H2_tonne_per_hr_z5,Load_H2_tonne_per_hr_z6,Load_H2_tonne_per_hr_z7,Load_H2_tonne_per_hr_z8,Load_H2_tonne_per_hr_z9,Load_H2_tonne_per_hr_z10,
,,,,,,,2016,4.47,26.3,9.9,19.91371694,2.587391326,9.054357948,19.45489352,12.08431681,3.95578913,15.56600099,2.668173817
,,,,,,,2017,1.62,9.51,3.58,15.72056963,21.20485349,4.11914468,16.97887656,10.9645782,3.927501133,9.938881705,14.57491219
,,,,,,,2018,1.22,7.17,2.7,0.801231165,10.86010004,1.642916839,13.65848174,13.96032112,17.29472662,2.465951064,20.90182085
,,,,,,,2019,1.75,10.29,3.88,17.89062502,15.07548862,9.024102664,15.40985248,8.728193233,17.74998663,21.99937288,2.690178619
,,,,,,,2020,4,23.55,8.87,13.91930424,11.95994367,1.535542641,15.50228688,17.01500992,21.65314485,19.7410929,10.28165569
,,,,,,,2021,8.24,48.5,18.27,6.446951217,12.73983681,20.25060048,3.371702802,22.2453182,13.54515848,6.579996258,18.42702187
,,,,,,,2022,13.41,78.92,29.72,8.651630489,3.554608718,9.682721079,6.513732094,19.16407024,11.68762227,15.36006804,10.75087846
,,,,,,,2023,16.79,98.8,37.21,2.607093394,5.672476,10.29288928,12.18535952,1.79684643,16.76218954,13.29087163,14.02194983
,,,,,,,2024,19.24,113.23,42.64,19.22944632,11.93699443,2.629284912,18.38199175,5.594041223,13.76447033,20.29723788,4.132456097
,,,,,,,2025,20.24,119.08,44.84,8.855913304,9.161969159,14.24026828,11.79988077,1.48887149,1.858549252,21.8486113,8.863585661
,,,,,,,2026,21.43,126.1,47.49,13.51303857,5.466260685,15.80640975,1.565980214,0.825795771,9.855575918,14.56322265,1.46424728
,,,,,,,2027,25.41,149.49,56.3,6.826260947,1.719741827,15.25884002,12.7597968,20.97440537,8.394934566,8.688280703,20.29967813
,,,,,,,2028,27.06,159.24,59.97,15.21220054,0.654141856,4.344714124,21.33409841,1.250984857,14.00896278,22.00294295,17.84897309
,,,,,,,2029,27.86,163.92,61.73,19.36705521,9.695895719,22.10627484,1.030637527,10.21735965,10.90455721,17.11701007,8.278150716
,,,,,,,2030,27.33,160.8,60.55,9.057881178,9.241872873,9.199356681,19.09302662,6.211566844,13.86409191,9.20846033,9.498501504
,,,,,,,2031,27.06,159.24,59.97,3.507190863,0.460642748,1.216223495,14.0570498,4.253956964,13.29508663,16.49549017,21.78515017
,,,,,,,2032,25.94,152.61,57.47,22.9529523,18.18036597,4.055654256,6.604693597,1.252817502,0.877205643,17.02546641,7.137116071
,,,,,,,2033,24.61,144.81,54.53,12.8641135,11.77669365,11.24682356,21.97451979,15.38078674,18.99930524,3.720234571,8.533486092
,,,,,,,2034,21.76,128.04,48.22,7.619077498,18.71674881,20.13046049,6.79250942,3.444437363,5.977819777,2.199629737,16.51753681
,,,,,,,2035,18.12,106.6,40.14,4.958407246,14.87806836,13.69872238,20.66106923,14.14683098,1.894917441,2.95966562,0.218068609
,,,,,,,2036,13.81,81.26,30.6,13.63266386,21.46693269,11.33822416,8.615082788,0.848474265,6.950734272,19.72139309,11.72387844
,,,,,,,2037,10.5,61.76,23.26,13.94252341,7.594083001,12.03300817,6.021213386,20.31011335,17.98084026,22.36328122,1.912489993
,,,,,,,2038,7.32,43.05,16.21,7.873879779,9.850395573,8.285798335,7.466305327,13.38760685,12.72735155,4.993936931,5.936234917
,,,,,,,2039,4.53,26.67,10.04,6.102197697,2.684443758,13.66181323,1.556148918,18.57408073,17.86154817,8.66858186,10.78234657
,,,,,,,2040,2.68,15.75,5.93,13.8458375,15.09104675,13.56517465,0.56461104,5.915475992,7.212617964,12.72771577,12.96231882
,,,,,,,2041,2.49,14.67,5.53,8.850426647,18.7400745,22.25621527,20.57977583,18.19932655,19.16478364,8.056569669,8.090284737
,,,,,,,2042,1.8,10.6,3.99,2.704107885,21.14740691,21.11122949,3.7669619,1.3040344,16.36093482,7.603563017,21.29469866
,,,,,,,2043,1.66,9.78,3.68,5.016710075,0.949487132,8.426569578,1.472425037,3.8974937,12.82026002,2.71247407,8.7516841
,,,,,,,2044,2.46,14.47,5.45,2.72858924,7.656272967,11.59140571,15.52481188,2.345679595,18.62550283,9.352944781,21.9909907
,,,,,,,2045,4.43,26.09,9.82,5.112176653,2.472725765,0.471536631,10.02328141,8.718561532,14.77617159,7.868668833,10.75852584
,,,,,,,2046,7.27,42.8,16.12,17.0673611,2.939130755,14.25399265,15.47911873,5.362150879,13.64768695,22.95380271,22.04883052
,,,,,,,2047,10.98,64.61,24.33,6.353678917,9.059468539,8.971049997,11.76742847,7.406859519,5.172909299,21.32734995,5.150190797
,,,,,,,2048,15,88.25,33.23,22.1813619,22.32861478,8.540083087,0.727305786,1.864255874,11.8527574,7.135433845,7.548921238
,,,,,,,2049,18.95,111.48,41.98,4.017712295,17.11369749,11.68054607,20.39911717,19.02627393,2.87525911,22.38967434,13.31927315
,,,,,,,2050,21.02,123.71,46.59,12.59894913,20.15063809,17.94298875,18.05014607,1.431043233,2.864508724,21.56846039,14.62518101
,,,,,,,2051,21.68,127.58,48.05,14.32780798,17.5814967,19.86307897,15.85385717,1.646108675,3.685505768,19.20867506,22.22705032
,,,,,,,2052,22.62,133.08,50.12,14.67373589,11.97278862,5.369544881,21.388394,11.25458522,15.52644618,16.67557512,2.661265276
,,,,,,,2053,24.07,141.64,53.34,13.28220793,8.997165925,5.5734742,12.18268811,10.13712968,3.011088323,21.98493242,9.862406168
,,,,,,,2054,25.15,147.96,55.72,19.65965774,14.23723836,20.58295745,15.29989165,12.16377909,14.92188483,4.977010304,2.392691961
,,,,,,,2055,26.32,154.89,58.33,5.199310679,14.96433868,19.66641482,22.73842337,21.41108041,6.312778902,7.839192397,6.550647135
,,,,,,,2056,26.98,158.76,59.79,17.069683,3.752503639,6.326345488,3.787942226,16.58910041,15.56717413,10.61483414,8.532707124
,,,,,,,2057,25.67,151.02,56.87,6.369919001,11.92682885,19.86279108,11.49141538,14.41373777,6.182192361,6.762352489,5.634453456
,,,,,,,2058,23.24,136.75,51.5,10.36101325,11.81651871,6.61521783,10.44152968,15.80804417,12.70366623,11.00051859,21.32841545
,,,,,,,2059,19.29,113.52,42.75,1.57002294,19.70531496,7.241931496,6.800710529,7.981160333,21.09035511,10.82554233,0.298829798
,,,,,,,2060,14.93,87.84,33.08,3.20525563,13.17254105,13.49612246,7.728439735,0.363896752,7.156762014,9.289888664,12.3793382
,,,,,,,2061,11.4,67.05,25.25,2.326249311,0.037252799,15.25654595,14.82477072,7.195192177,22.0163646,16.82443307,17.91562516
,,,,,,,2062,8.83,51.97,19.57,3.975547924,17.39135133,10.86894925,4.473470683,4.915545551,7.0195482,3.368258894,8.143414709
,,,,,,,2063,6.2,36.48,13.74,1.600912807,1.410408236,7.546204144,19.41914771,12.82873501,13.63587133,2.574622522,19.73707861
,,,,,,,2064,3.95,23.23,8.75,13.32011838,10.34261506,5.732206695,18.6847681,10.95228403,8.932047767,16.24522289,18.02005847
,,,,,,,2065,1.69,9.92,3.74,18.34602238,17.64478262,21.82766864,0.393665477,6.715940199,7.983781977,8.311439042,16.4998657
,,,,,,,2066,1.24,7.28,2.74,7.196285433,22.48103406,0.914758178,9.029519189,13.59418366,5.299050106,14.15290819,16.92385165
,,,,,,,2067,1.74,10.25,3.86,2.974407197,11.64029689,20.38977753,3.536237355,5.239147805,4.440297012,17.12449351,21.62432845
,,,,,,,2068,4.05,23.82,8.97,6.71635,18.04889108,21.83626993,21.7326777,0.917646983,13.55537453,3.18280343,16.36308945
,,,,,,,2069,8.71,51.27,19.31,15.81244642,13.51851309,9.813732402,10.78079491,16.34517139,14.48006087,4.749070052,0.299669696
,,,,,,,2070,14,82.37,31.02,12.79361563,20.17650241,21.02757129,1.502801875,6.192477419,21.45308963,3.378794885,9.096229416
,,,,,,,2071,17.32,101.88,38.37,1.240132287,3.366420154,8.217442955,14.45779721,9.940457686,11.41237705,22.18672913,8.470545482
,,,,,,,2072,19.85,116.77,43.97,17.77823589,2.632554922,18.68988447,3.043808089,0.115936584,19.12142071,12.89043,18.27426735
,,,,,,,2073,20.91,123.06,46.34,7.235286033,12.88383995,9.902899842,16.72458056,15.40430639,3.212132753,15.6163054,14.34616837
,,,,,,,2074,20.01,117.76,44.35,13.34857887,5.338203185,21.56714031,20.42172298,3.456945639,20.38131564,18.45013519,15.36177515
,,,,,,,2075,19.9,117.1,44.1,19.04901629,11.16917324,20.16041506,4.586743977,1.957762162,14.95190184,1.676726024,16.14650715
,,,,,,,2076,20.63,121.4,45.72,10.99102517,13.07618421,19.23140525,6.788989334,1.875126792,8.461508766,14.92651216,4.790997505
,,,,,,,2077,21.93,129.01,48.58,18.59205392,3.93841556,7.034795057,6.660974513,6.991669582,17.67676466,20.60436797,7.83231861
,,,,,,,2078,22.77,133.97,50.45,7.162572053,10.91792762,18.05260178,2.299581897,16.33632446,17.62619085,15.72137021,20.48906595
,,,,,,,2079,24.62,144.89,54.56,17.91800389,6.267485246,15.79336872,5.713747924,13.22080985,9.515558511,12.23685147,17.78199626
,,,,,,,2080,26.14,153.82,57.93,14.0252189,0.387597661,18.00687293,12.49101736,10.96852483,21.7152439,15.36653301,4.753798906
,,,,,,,2081,25.41,149.52,56.31,10.67856598,0.604988841,21.72122639,12.38467673,19.05709726,2.032659218,18.57941736,15.34068504
,,,,,,,2082,23.89,140.59,52.94,11.40402597,14.70050659,6.113648424,21.30622294,1.451753605,14.44008815,19.54903221,18.16419815
,,,,,,,2083,19.68,115.78,43.6,1.015150398,19.81224804,16.89098831,18.89677992,8.275402139,4.503530082,21.58510668,9.353291228
,,,,,,,2084,14.45,85.01,32.02,15.13262914,18.93672886,16.41521397,1.780432871,21.66432989,18.60108573,5.139197674,16.54433515
,,,,,,,2085,10.46,61.53,23.17,1.552349092,0.97982464,7.788714294,4.242271507,0.896396618,20.58011435,17.79908826,16.86631893
,,,,,,,2086,7.87,46.31,17.44,8.262227023,17.18906419,4.481664824,2.956707965,18.51806602,16.67392292,22.45817269,1.226089356
,,,,,,,2087,4.67,27.46,10.34,8.480948565,13.98907363,15.24266679,22.74418062,4.857339118,6.325562014,9.507626778,4.12035904
,,,,,,,2088,2.64,15.55,5.85,8.716228993,10.92970801,4.100225549,4.998693866,14.40406315,12.04394973,6.593505087,3.423815634
,,,,,,,2089,1.76,10.36,3.9,7.507597114,2.342911192,3.127825017,17.97314899,18.07557301,16.7043763,8.506319175,0.83255018
,,,,,,,2090,1.29,7.6,2.86,0.76754088,19.8249258,20.90266049,21.52480223,14.28258585,11.7537326,6.161739741,15.11857106
,,,,,,,2091,1.82,10.71,4.03,14.58143372,7.877716324,14.27560457,20.28698384,3.031042533,18.08440912,6.346691591,20.65686758
,,,,,,,2092,4.23,24.87,9.36,19.89695052,14.33327652,18.60347144,8.860765356,15.64924578,17.76083897,14.39092353,8.6877228
,,,,,,,2093,9.1,53.54,20.16,6.219124521,9.063049285,20.99211338,12.24041412,4.387353619,18.68715458,5.627083807,18.38682534
,,,,,,,2094,14.62,86,32.39,6.303203438,19.36212507,16.47676988,16.37089232,12.17457525,14.46869822,14.35778079,6.163548841
,,,,,,,2095,18.08,106.38,40.06,7.624416858,3.081160192,20.77874932,15.42441184,20.86115834,20.47532921,20.50459724,5.74769278
,,,,,,,2096,20.72,121.92,45.91,10.40824785,1.756303264,21.12420476,15.25176347,11.37481232,17.06829109,20.63705738,14.98215961
,,,,,,,2097,21.84,128.48,48.39,0.093058051,16.6434988,12.28715494,2.981673759,2.289065358,4.003126505,18.49265927,20.52147305
,,,,,,,2098,20.9,122.96,46.3,18.27312686,14.64675257,9.534735892,11.42846393,15.00614375,20.5209313,3.943282366,8.133831648
,,,,,,,2099,20.78,122.27,46.04,17.16433247,9.361515621,3.5203606,10.52039856,18.33548615,21.45779995,13.54310676,22.45219024
,,,,,,,2100,21.54,126.76,47.74,1.278153101,18.34752888,1.079502358,3.442986934,3.065258525,0.410611611,12.09919485,16.65375346
,,,,,,,2101,22.89,134.7,50.73,1.903669704,3.813660561,13.78009048,11.02396893,21.38830933,4.558247938,3.287370617,16.26231518
,,,,,,,2102,23.77,139.88,52.68,7.749359612,14.66115192,22.42085753,14.88308704,15.04709132,6.935036469,5.509730265,21.66191708
,,,,,,,2103,25.71,151.28,56.97,13.24076468,11.73759727,12.59401982,7.687447111,0.876920202,20.22109341,15.57937638,13.21438882
,,,,,,,2104,27.3,160.61,60.48,18.51822351,8.476552285,11.15716591,8.549742738,20.87460284,9.30229101,22.010166,8.545648811
,,,,,,,2105,26.53,156.12,58.79,22.97724473,8.593237019,1.761954524,7.906932204,15.97694366,22.29116675,7.201376043,0.957160511
,,,,,,,2106,24.95,146.79,55.28,11.40903346,20.67695446,20.12396208,14.48907158,9.905370439,16.9468529,20.19870708,3.553724879
,,,,,,,2107,20.54,120.89,45.52,0.561668402,5.110122475,13.57408656,17.80621567,16.90486141,5.81621719,21.98714306,21.7487587
,,,,,,,2108,15.09,88.76,33.43,1.173708282,20.29754073,18.8886948,11.30471641,5.542921052,20.47254927,6.892725654,3.079086112
,,,,,,,2109,10.92,64.24,24.19,12.86382898,14.22399001,5.110117803,3.749790838,11.98019392,3.127624938,12.3159394,8.407886154
,,,,,,,2110,8.22,48.35,18.21,2.584255531,6.849800818,5.685617847,18.50533205,12.08861825,9.340900437,10.29293391,22.21015929
,,,,,,,2111,4.87,28.67,10.8,12.07531328,22.35343058,3.722532438,2.197191653,1.777680483,8.308138902,18.18041059,3.994223939
,,,,,,,2112,2.76,16.23,6.11,22.80834167,22.72617704,18.20614337,4.293900069,12.16855459,9.8141431,18.00689218,13.19889024
,,,,,,,2113,1.86,10.95,4.12,15.39104246,13.28814759,18.27221951,11.11944433,1.353860008,5.389482217,17.26400314,8.605421721
,,,,,,,2114,1.36,8.03,3.02,15.54383795,21.58247592,4.152880212,22.7145021,17.91662529,10.10340923,19.23203173,17.3115376
,,,,,,,2115,1.92,11.31,4.26,9.280056837,18.63855581,14.62683044,19.13068962,1.859956146,3.33903047,13.14459779,10.00613877
,,,,,,,2116,4.46,26.27,9.89,22.32799454,16.31285953,1.827774131,12.50774093,18.20520803,18.1354112,9.834012411,6.022790596
,,,,,,,2117,9.61,56.55,21.3,9.296402464,15.59141691,4.166104544,19.18144135,3.405983982,15.95047244,2.619583143,20.04584272
,,,,,,,2118,15.44,90.85,34.21,22.60877742,2.439253228,11.54759957,7.40968995,1.510784765,3.513705524,8.320049653,21.88193714
,,,,,,,2119,19.1,112.37,42.32,5.2270543,9.162292031,5.941280108,21.85110356,10.18395664,15.89633807,1.879937165,2.912970641
,,,,,,,2120,21.89,128.79,48.5,0.065850388,22.78124902,14.89984587,22.93855439,6.603158334,15.31660032,20.76187774,18.88988248
,,,,,,,2121,23.07,135.72,51.11,2.609357931,12.3027068,4.024211275,2.53674033,12.70994838,3.093938648,20.86888011,1.408198758
,,,,,,,2122,22.07,129.89,48.91,20.80408885,8.5126393,7.565633828,13.01923525,22.2177369,7.710406091,5.032863614,7.804989004
,,,,,,,2123,21.95,129.16,48.64,11.17140616,20.80679396,16.45909594,11.16543869,21.76551516,8.031911453,16.818315,1.945501088
,,,,,,,2124,22.76,133.9,50.42,14.17279478,5.449437004,13.18039567,0.554075648,5.169544042,19.38195768,6.762618056,8.815992554
,,,,,,,2125,24.18,142.29,53.58,11.78220346,18.97606855,14.29305264,12.12796071,7.46797749,2.720139741,12.35452523,12.84234645
,,,,,,,2126,25.11,147.76,55.65,2.630317083,5.19831184,15.40056193,6.979926089,8.090580662,18.34473786,2.513355859,11.64005556
,,,,,,,2127,27.16,159.8,60.18,22.52686933,3.318870346,2.934972732,11.29437361,10.28751758,20.26852727,11.24260895,3.268261315
,,,,,,,2128,28.83,169.65,63.89,17.03878929,15.51256005,19.58251113,14.82896893,10.00786393,5.281228495,5.110295706,16.52734648
,,,,,,,2129,28.03,164.91,62.1,14.45173695,16.55567013,22.21572727,12.06834135,5.616080017,12.84869481,2.82146174,21.24966599
,,,,,,,2130,26.35,155.06,58.39,16.37931836,16.56259412,22.91666909,4.833394133,9.067838041,14.22008618,11.53160368,4.382825062
,,,,,,,2131,21.7,127.7,48.09,19.91912585,2.987804913,17.30608672,5.114837151,14.07599568,4.452634193,8.72135022,19.96127315
,,,,,,,2132,15.94,93.77,35.31,15.2802855,15.10524129,6.703586734,18.20514746,0.31076769,10.62974924,4.900904972,18.58322228
,,,,,,,2133,11.53,67.86,25.56,15.47293432,6.413616006,15.60471343,6.292123999,17.21559996,3.751673301,15.82758181,15.06399404
,,,,,,,2134,8.68,51.08,19.24,13.65306281,0.624810623,8.362737608,4.71911735,3.728302522,3.245173188,22.18431611,13.19592124
,,,,,,,2135,5.15,30.28,11.4,7.245630611,10.43406075,21.44622161,14.14986559,22.14876768,2.709409406,20.45912714,0.556697799
,,,,,,,2136,2.91,17.15,6.46,10.84806816,19.37564274,1.344492296,17.15622807,21.03549835,9.235023955,22.42190235,14.83235921
,,,,,,,2137,2.86,16.85,6.35,3.18123427,16.05142469,17.13829615,2.315342251,21.65161987,15.71185322,11.82749191,15.14461112
,,,,,,,2138,2.02,11.89,4.48,17.12840253,5.973051622,15.92813397,1.400552859,5.608608768,1.139525904,8.188111224,16.7144427
,,,,,,,2139,1.96,11.51,4.34,6.299729595,15.43782725,15.98375114,20.84015867,16.90780204,8.524527323,14.36232541,14.84131845
,,,,,,,2140,2.74,16.15,6.08,10.53101432,5.884877719,0.705358197,16.61116964,2.213094461,4.484438169,17.81362074,14.94932953
,,,,,,,2141,5.09,29.95,11.28,20.52353019,12.78734479,7.188774408,9.889566284,1.05334872,18.16326288,15.20621723,10.82144761
,,,,,,,2142,8.36,49.18,18.52,12.77296146,20.23049299,12.08732127,21.21544878,21.84845111,3.97525768,1.746326417,6.070792451
,,,,,,,2143,12.69,74.67,28.12,11.74492492,12.88645349,2.081002992,20.51412856,2.807212539,2.466835318,5.49330624,3.841114011
,,,,,,,2144,17.24,101.41,38.19,2.358165474,20.21834853,4.442986479,3.596011784,19.25162026,15.231795,8.458274274,11.12296436
,,,,,,,2145,21.85,128.57,48.42,15.06249737,1.614437869,10.39143068,1.744667469,3.195960645,11.53498939,7.883795748,15.90263871
,,,,,,,2146,24.2,142.38,53.62,3.985486204,22.67722865,22.54029507,18.44489226,7.899381248,0.806696566,4.886527025,14.09567165
,,,,,,,2147,24.98,147.01,55.36,10.68569385,6.81267546,5.024484502,2.228832994,18.41091996,21.7419626,11.68805454,10.11347414
,,,,,,,2148,26.13,153.73,57.89,15.2652316,10.91363588,12.5883278,5.764062334,4.885336678,7.682331826,18.67891182,22.07446741
,,,,,,,2149,27.76,163.36,61.52,14.08147783,20.88547801,6.329781235,2.08654736,9.652308887,21.67589019,19.01217255,19.61701794
,,,,,,,2150,28.98,170.5,64.21,6.25359242,20.79407988,15.20560416,2.4599228,17.00868228,5.898861188,13.97884219,3.275196129
,,,,,,,2151,30.4,178.88,67.36,6.403850104,14.47643595,6.252264645,13.36397538,6.012502307,3.430326563,6.165323324,20.73519903
,,,,,,,2152,31.19,183.51,69.11,15.85864272,9.41716114,12.38874214,18.01872649,13.55801437,2.586383294,10.77572661,9.072869845
,,,,,,,2153,29.64,174.38,65.67,13.01493931,8.433343539,11.76849749,1.111810496,13.52238548,11.83705899,16.79158476,12.22907791
,,,,,,,2154,26.81,157.73,59.4,20.71086258,13.98173236,7.547976856,13.61683767,4.717575297,1.477025092,14.21406725,12.80220488
,,,,,,,2155,22.28,131.07,49.36,21.29140848,14.10373941,16.99191426,2.496211524,5.548083326,14.19723777,20.18407504,22.94245963
,,,,,,,2156,17.32,101.91,38.38,3.671599557,2.961407913,5.516979953,14.16123698,12.33699329,8.523866752,16.37603657,20.33040711
,,,,,,,2157,13.22,77.76,29.28,4.994722168,17.77571437,1.655307895,22.52645489,18.38980288,7.910689366,19.41435976,21.13580642
,,,,,,,2158,10.32,60.7,22.86,9.678319325,15.46984913,8.497205702,11.60870511,1.693419243,20.61764949,0.159696661,11.58574211
,,,,,,,2159,7.2,42.38,15.96,16.96346534,11.95805769,1.508557257,10.11525553,20.87991185,22.27364587,13.11791281,15.19622476
,,,,,,,2160,4.66,27.41,10.32,1.514812433,22.02952108,6.150503214,19.41353032,22.88685223,22.94085009,10.46676083,20.57386681
,,,,,,,2161,2.88,16.96,6.39,17.49161181,16.01594333,6.411889889,1.097390858,12.50240931,16.2803036,19.84815177,8.574212925
,,,,,,,2162,3.71,21.82,8.22,10.38478894,10.66444007,22.70761564,14.29835881,19.18266328,17.88684114,15.28357313,1.569456958
,,,,,,,2163,1.36,7.99,3.01,20.20902502,13.42627029,4.794183524,19.28086407,11.27541223,16.69184125,11.91292623,9.29146999
,,,,,,,2164,2.12,12.48,4.7,5.447349489,0.722775397,0.942343037,11.39923269,12.1098681,7.571450355,14.79874359,13.69214867
,,,,,,,2165,3.96,23.31,8.78,1.957351953,2.266991614,5.166475357,11.89729446,7.595085378,12.69579684,22.45377509,16.00484965
,,,,,,,2166,6.5,38.25,14.4,10.9534794,7.499781096,1.414845491,20.83197676,8.270708349,19.73355081,10.92676975,10.89196692
,,,,,,,2167,9.93,58.42,22,19.84895363,15.45854776,13.94844716,22.55196498,14.74256072,22.30000282,8.548509587,15.23743575
,,,,,,,2168,14.06,82.7,31.15,4.902723796,5.214129236,7.393137134,19.97918602,20.39166212,15.17222838,1.104167761,11.82030827
,,,,,,,2169,18.37,108.1,40.71,2.64941992,11.58479051,11.96920977,5.506938292,17.69713117,18.30478414,0.469693953,1.88032284
,,,,,,,2170,23.64,139.11,52.39,9.078703795,5.044609932,8.831942208,19.83705976,10.7538871,16.79067084,3.458710071,18.60910365
,,,,,,,2171,27.01,158.91,59.84,13.34678764,0.856381746,8.549091221,9.329347339,4.228565551,14.00617147,6.130417619,3.305579157
,,,,,,,2172,27.7,163.02,61.39,5.395813194,19.8077085,19.59423444,11.63452003,5.226291278,0.674079271,5.447145138,8.015952686
,,,,,,,2173,27.58,162.27,61.11,11.63243013,16.9443841,21.24967965,20.81461279,22.89269672,9.937354925,16.69975455,17.14131464
,,,,,,,2174,26.75,157.41,59.28,1.494823168,8.250037856,3.534547065,18.26402156,4.362262382,15.51431723,7.528182339,1.854275497
,,,,,,,2175,26.18,154.05,58.01,6.136446818,15.61794823,4.496291838,22.1181217,13.80516925,9.61549284,8.936541453,7.655277389
,,,,,,,2176,25.04,147.33,55.48,20.26831234,7.610214608,14.42191823,12.38028554,19.80246215,9.17045386,4.854777401,18.70097797
,,,,,,,2177,23.83,140.23,52.81,19.74778714,15.01601391,7.382968778,7.240335826,0.219277321,21.39048819,0.690592739,11.62510113
,,,,,,,2178,21.36,125.66,47.32,20.65480604,6.089876182,12.26765177,16.4645839,2.720423789,6.062584259,13.31399158,17.54211485
,,,,,,,2179,18.37,108.1,40.71,11.59472032,3.584888397,7.444004588,18.70664184,6.356862835,7.615056805,0.091406743,3.129020471
,,,,,,,2180,14.69,86.44,32.55,16.66317773,17.82507273,17.55676437,4.09169596,17.37398548,4.36585656,20.86167958,17.67072125
,,,,,,,2181,11.71,68.88,25.94,14.28577449,17.36934623,8.181996236,15.40837552,3.349730108,6.385962269,1.558460408,3.657348362
,,,,,,,2182,9.1,53.57,20.17,10.53836144,22.33246749,15.99374534,12.30672392,4.016086785,11.87394021,9.978230957,17.39306378
,,,,,,,2183,6.56,38.62,14.55,5.473587888,3.59853662,20.02796502,3.701056439,7.259171685,3.820883622,2.247578972,0.161553962
,,,,,,,2184,4.47,26.3,9.9,22.70821391,8.865881752,12.46579377,21.32261108,2.964918855,12.2802007,12.89860648,7.836710276
,,,,,,,2185,1.62,9.51,3.58,2.770438499,14.1287097,6.298691337,21.15599813,22.19919327,2.807515185,10.22695265,1.497480322
,,,,,,,2186,1.22,7.17,2.7,2.783328693,13.23942798,17.97730087,4.57652291,6.2042458,9.60775299,11.83457986,14.92027046
,,,,,,,2187,1.75,10.29,3.88,19.70336461,1.138317913,14.58648094,9.000951589,6.999525293,13.26563486,20.44214544,20.50808277
,,,,,,,2188,4,23.55,8.87,6.098331225,8.77998996,6.79958047,2.47016887,6.278732869,1.336529185,2.302743076,8.534986224
,,,,,,,2189,8.24,48.5,18.27,5.437632915,20.42014261,16.94252632,15.66752121,5.496630621,5.634257783,19.93857578,19.01112381
,,,,,,,2190,13.41,78.92,29.72,10.79751704,8.919182399,5.30747534,5.072427221,2.044018572,0.249375972,2.049169829,8.636427918
,,,,,,,2191,16.79,98.8,37.21,1.14740079,1.447348617,12.93122374,5.544366552,12.91702152,17.04901043,11.34835914,7.702795977
,,,,,,,2192,19.24,113.23,42.64,18.70735045,15.05553587,18.18645272,13.26357161,9.497901151,12.45844723,22.91652558,17.48215147
,,,,,,,2193,20.24,119.08,44.84,3.260205105,4.875184307,17.89467029,2.792941185,5.947451486,8.468864322,6.40634194,5.067084158
,,,,,,,2194,21.43,126.1,47.49,12.62866725,14.6639391,3.491156322,7.869757497,12.56936748,5.567428505,3.505727013,9.913275059
,,,,,,,2195,25.41,149.49,56.3,7.416314384,14.63984853,9.456305495,9.377057834,22.81354604,21.41990848,15.37704439,18.49814559
,,,,,,,2196,27.06,159.24,59.97,10.96926805,17.564686,6.279039357,19.28802143,8.541393708,3.770312422,3.630068154,3.340758034
,,,,,,,2197,27.86,163.92,61.73,13.41828031,0.595349837,8.562615627,0.382985599,16.95561013,2.246591318,1.57176194,12.44237312
,,,,,,,2198,27.33,160.8,60.55,10.33159961,3.430176133,5.997896969,12.21652366,22.801226,12.08422487,19.32394164,1.739392098
,,,,,,,2199,27.06,159.24,59.97,18.91986951,2.074393341,3.855262826,20.90194731,7.808708643,6.921654178,14.60331818,18.881314
,,,,,,,2200,25.94,152.61,57.47,16.09555683,6.785528228,4.768532276,19.39915986,2.941337633,9.88939264,13.49595022,11.16657619
,,,,,,,2201,24.61,144.81,54.53,15.89483369,10.68251158,19.21886606,5.058184844,6.110300578,17.86082294,7.898370357,21.74575583
,,,,,,,2202,21.76,128.04,48.22,8.707894764,14.45848797,18.107994,3.953162775,13.1569197,7.207196348,2.343909977,2.930987835
,,,,,,,2203,18.12,106.6,40.14,19.49320599,17.61234526,4.811532705,12.18773815,7.647344697,19.42927118,22.9908064,18.50390368
,,,,,,,2204,13.81,81.26,30.6,14.95212882,11.2409575,13.61102034,18.4715901,12.35243346,14.88766909,7.674485243,0.143355433
,,,,,,,2205,10.5,61.76,23.26,20.75162174,10.87910833,19.23047972,10.2654836,6.004643402,9.490796136,8.888641329,17.59078839
,,,,,,,2206,7.32,43.05,16.21,1.788266133,16.92585191,1.784720185,8.036725189,21.60260204,21.0914341,3.595182424,6.586437081
,,,,,,,2207,4.53,26.67,10.04,9.401373303,21.55990389,21.69170594,7.931931377,22.56692639,6.706337843,7.48423407,16.210335
,,,,,,,2208,2.68,15.75,5.93,5.025283274,16.06815781,4.898736258,17.75927204,2.623160438,15.57562274,8.515548126,5.576262527
,,,,,,,2209,2.49,14.67,5.53,16.87340215,22.314084,8.519485474,9.891284804,20.78931758,3.848378656,11.2959078,6.364857213
,,,,,,,2210,1.8,10.6,3.99,3.694994776,13.6879439,22.74728587,0.288060971,20.32313176,9.478367983,14.9034653,8.16061972
,,,,,,,2211,1.66,9.78,3.68,10.86161746,17.22534558,20.68411304,22.86186808,21.67014649,11.41681075,14.93244606,13.579881
