Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_Tonne,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_H2_tonne_per_hr_z1,Load_H2_tonne_per_hr_z2,Load_H2_tonne_per_hr_z3,Load_H2_tonne_per_hr_z4,Load_H2_tonne_per_hr_z5,Load_H2_tonne_per_hr_z6,Load_H2_tonne_per_hr_z7
,,,,,,,948,22.76,133.9,50.42,103.87,35.45,75.48,0
,,,,,,,949,24.18,142.29,53.58,110.38,37.68,80.21,0
,,,,,,,950,25.11,147.76,55.65,114.62,39.13,83.29,0
,,,,,,,951,27.16,159.8,60.18,123.96,42.31,90.08,0
,,,,,,,952,28.83,169.65,63.89,131.6,44.92,95.63,0
,,,,,,,953,28.03,164.91,62.1,127.93,43.67,92.96,0
,,,,,,,954,26.35,155.06,58.39,120.28,41.06,87.41,0
,,,,,,,955,21.7,127.7,48.09,99.06,33.81,71.98,0
,,,,,,,956,15.94,93.77,35.31,72.74,24.83,52.86,0
,,,,,,,957,11.53,67.86,25.56,52.64,17.97,38.25,0
,,,,,,,958,8.68,51.08,19.24,39.62,13.52,28.79,0
,,,,,,,959,5.15,30.28,11.4,23.49,8.02,17.07,0
,,,,,,,960,2.91,17.15,6.46,13.3,4.54,9.67,0
,,,,,,,961,2.86,16.85,6.35,13.07,4.46,9.5,0
,,,,,,,962,2.02,11.89,4.48,9.22,3.15,6.7,0
,,,,,,,963,1.96,11.51,4.34,8.93,3.05,6.49,0
,,,,,,,964,2.74,16.15,6.08,12.52,4.27,9.1,0
,,,,,,,965,5.09,29.95,11.28,23.24,7.93,16.88,0
,,,,,,,966,8.36,49.18,18.52,38.15,13.02,27.73,0
,,,,,,,967,12.69,74.67,28.12,57.93,19.77,42.09,0
,,,,,,,968,17.24,101.41,38.19,78.67,26.85,57.17,0
,,,,,,,969,21.85,128.57,48.42,99.74,34.04,72.48,0
,,,,,,,970,24.2,142.38,53.62,110.45,37.7,80.26,0
,,,,,,,971,24.98,147.01,55.36,114.04,38.93,82.87,0
,,,,,,,972,26.13,153.73,57.89,119.25,40.7,86.66,0
,,,,,,,973,27.76,163.36,61.52,126.73,43.26,92.09,0
,,,,,,,974,28.98,170.5,64.21,132.26,45.15,96.11,0
,,,,,,,975,30.4,178.88,67.36,138.76,47.37,100.84,0
,,,,,,,976,31.19,183.51,69.11,142.36,48.59,103.45,0
,,,,,,,977,29.64,174.38,65.67,135.27,46.17,98.3,0
,,,,,,,978,26.81,157.73,59.4,122.36,41.77,88.91,0
,,,,,,,979,22.28,131.07,49.36,101.68,34.71,73.89,0
,,,,,,,980,17.32,101.91,38.38,79.06,26.99,57.45,0
,,,,,,,981,13.22,77.76,29.28,60.32,20.59,43.83,0
,,,,,,,982,10.32,60.7,22.86,47.09,16.07,34.22,0
,,,,,,,983,7.2,42.38,15.96,32.88,11.22,23.89,0
,,,,,,,984,4.66,27.41,10.32,21.26,7.26,15.45,0
,,,,,,,985,2.88,16.96,6.39,13.16,4.49,9.56,0
,,,,,,,986,3.71,21.82,8.22,16.92,5.78,12.3,0
,,,,,,,987,1.36,7.99,3.01,6.2,2.12,4.51,0
,,,,,,,988,2.12,12.48,4.7,9.68,3.3,7.03,0
,,,,,,,989,3.96,23.31,8.78,18.08,6.17,13.14,0
,,,,,,,990,6.5,38.25,14.4,29.67,10.13,21.56,0
,,,,,,,991,9.93,58.42,22,45.32,15.47,32.93,0
,,,,,,,992,14.06,82.7,31.15,64.15,21.9,46.62,0
,,,,,,,993,18.37,108.1,40.71,83.86,28.62,60.94,0
,,,,,,,994,23.64,139.11,52.39,107.91,36.83,78.42,0
,,,,,,,995,27.01,158.91,59.84,123.27,42.08,89.58,0
,,,,,,,996,27.7,163.02,61.39,126.45,43.16,91.89,0
,,,,,,,997,27.58,162.27,61.11,125.88,42.97,91.47,0
,,,,,,,998,26.75,157.41,59.28,122.11,41.68,88.73,0
,,,,,,,999,26.18,154.05,58.01,119.5,40.79,86.84,0
,,,,,,,1000,25.04,147.33,55.48,114.28,39.01,83.05,0
,,,,,,,1001,23.83,140.23,52.81,108.78,37.13,79.05,0
,,,,,,,1002,21.36,125.66,47.32,97.48,33.27,70.83,0
,,,,,,,1003,18.37,108.1,40.71,83.86,28.62,60.94,0
,,,,,,,1004,14.69,86.44,32.55,67.05,22.89,48.73,0
,,,,,,,1005,11.71,68.88,25.94,53.43,18.24,38.83,0
,,,,,,,1006,9.1,53.57,20.17,41.55,14.18,30.2,0
,,,,,,,1007,6.56,38.62,14.55,29.96,10.23,21.77,0
,,,,,,,1008,4.47,26.3,9.9,20.4,6.96,14.82,0
,,,,,,,1009,1.62,9.51,3.58,7.38,2.52,5.36,0
,,,,,,,1010,1.22,7.17,2.7,5.57,1.9,4.04,0
,,,,,,,1011,1.75,10.29,3.88,7.98,2.73,5.8,0
,,,,,,,1012,4,23.55,8.87,18.27,6.24,13.28,0
,,,,,,,1013,8.24,48.5,18.27,37.63,12.84,27.34,0
,,,,,,,1014,13.41,78.92,29.72,61.22,20.9,44.49,0
,,,,,,,1015,16.79,98.8,37.21,76.64,26.16,55.69,0
,,,,,,,1016,19.24,113.23,42.64,87.83,29.98,63.83,0
,,,,,,,1017,20.24,119.08,44.84,92.37,31.53,67.12,0
,,,,,,,1018,21.43,126.1,47.49,97.82,33.39,71.08,0
,,,,,,,1019,25.41,149.49,56.3,115.96,39.58,84.27,0
,,,,,,,1020,27.06,159.24,59.97,123.52,42.16,89.76,0
,,,,,,,1021,27.86,163.92,61.73,127.15,43.4,92.4,0
,,,,,,,1022,27.33,160.8,60.55,124.73,42.58,90.64,0
,,,,,,,1023,27.06,159.24,59.97,123.52,42.16,89.76,0
,,,,,,,1024,25.94,152.61,57.47,118.38,40.41,86.03,0
,,,,,,,1025,24.61,144.81,54.53,112.33,38.34,81.63,0
,,,,,,,1026,21.76,128.04,48.22,99.33,33.9,72.18,0
,,,,,,,1027,18.12,106.6,40.14,82.69,28.23,60.09,0
,,,,,,,1028,13.81,81.26,30.6,63.03,21.52,45.8,0
,,,,,,,1029,10.5,61.76,23.26,47.91,16.35,34.81,0
,,,,,,,1030,7.32,43.05,16.21,33.39,11.4,24.26,0
,,,,,,,1031,4.53,26.67,10.04,20.69,7.06,15.03,0
,,,,,,,1032,2.68,15.75,5.93,12.22,4.17,8.88,0
,,,,,,,1033,2.49,14.67,5.53,11.38,3.89,8.27,0
,,,,,,,1034,1.8,10.6,3.99,8.22,2.81,5.97,0
,,,,,,,1035,1.66,9.78,3.68,7.59,2.59,5.51,0
,,,,,,,1036,2.46,14.47,5.45,11.22,3.83,8.16,0
,,,,,,,1037,4.43,26.09,9.82,20.24,6.91,14.71,0
,,,,,,,1038,7.27,42.8,16.12,33.2,11.33,24.13,0
,,,,,,,1039,10.98,64.61,24.33,50.12,17.11,36.42,0
,,,,,,,1040,15,88.25,33.23,68.46,23.37,49.74,0
,,,,,,,1041,18.95,111.48,41.98,86.48,29.52,62.84,0
,,,,,,,1042,21.02,123.71,46.59,95.96,32.76,69.73,0
,,,,,,,1043,21.68,127.58,48.05,98.97,33.78,71.92,0
,,,,,,,1044,22.62,133.08,50.12,103.24,35.24,75.02,0
,,,,,,,1045,24.07,141.64,53.34,109.88,37.51,79.84,0
,,,,,,,1046,25.15,147.96,55.72,114.78,39.18,83.41,0
,,,,,,,1047,26.32,154.89,58.33,120.15,41.01,87.31,0
,,,,,,,1048,26.98,158.76,59.79,123.16,42.04,89.49,0
,,,,,,,1049,25.67,151.02,56.87,117.15,39.99,85.13,0
,,,,,,,1050,23.24,136.75,51.5,106.08,36.21,77.09,0
,,,,,,,1051,19.29,113.52,42.75,88.06,30.06,63.99,0
,,,,,,,1052,14.93,87.84,33.08,68.14,23.26,49.51,0
,,,,,,,1053,11.4,67.05,25.25,52.01,17.75,37.8,0
,,,,,,,1054,8.83,51.97,19.57,40.31,13.76,29.3,0
,,,,,,,1055,6.2,36.48,13.74,28.3,9.66,20.56,0
,,,,,,,1056,3.95,23.23,8.75,18.02,6.15,13.1,0
,,,,,,,1057,1.69,9.92,3.74,7.7,2.63,5.59,0
,,,,,,,1058,1.24,7.28,2.74,5.65,1.93,4.1,0
,,,,,,,1059,1.74,10.25,3.86,7.95,2.72,5.78,0
,,,,,,,1060,4.05,23.82,8.97,18.48,6.31,13.43,0
,,,,,,,1061,8.71,51.27,19.31,39.77,13.58,28.9,0
,,,,,,,1062,14,82.37,31.02,63.89,21.81,46.43,0
,,,,,,,1063,17.32,101.88,38.37,79.03,26.98,57.43,0
,,,,,,,1064,19.85,116.77,43.97,90.58,30.92,65.82,0
,,,,,,,1065,20.91,123.06,46.34,95.46,32.58,69.37,0
,,,,,,,1066,20.01,117.76,44.35,91.35,31.18,66.38,0
,,,,,,,1067,19.9,117.1,44.1,90.84,31.01,66.01,0
,,,,,,,1068,20.63,121.4,45.72,94.17,32.15,68.43,0
,,,,,,,1069,21.93,129.01,48.58,100.08,34.16,72.72,0
,,,,,,,1070,22.77,133.97,50.45,103.93,35.47,75.52,0
,,,,,,,1071,24.62,144.89,54.56,112.39,38.36,81.67,0
,,,,,,,1072,26.14,153.82,57.93,119.32,40.73,86.71,0
,,,,,,,1073,25.41,149.52,56.31,115.99,39.59,84.28,0
,,,,,,,1074,23.89,140.59,52.94,109.06,37.23,79.25,0
,,,,,,,1075,19.68,115.78,43.6,89.81,30.66,65.26,0
,,,,,,,1076,14.45,85.01,32.02,65.95,22.51,47.92,0
,,,,,,,1077,10.46,61.53,23.17,47.73,16.29,34.68,0
,,,,,,,1078,7.87,46.31,17.44,35.92,12.26,26.11,0
,,,,,,,1079,4.67,27.46,10.34,21.3,7.27,15.48,0
,,,,,,,1080,2.64,15.55,5.85,12.06,4.12,8.76,0
,,,,,,,1081,1.76,10.36,3.9,8.04,2.74,5.84,0
,,,,,,,1082,1.29,7.6,2.86,5.89,2.01,4.28,0
,,,,,,,1083,1.82,10.71,4.03,8.31,2.84,6.04,0
,,,,,,,1084,4.23,24.87,9.36,19.29,6.58,14.02,0
,,,,,,,1085,9.1,53.54,20.16,41.53,14.18,30.18,0
,,,,,,,1086,14.62,86,32.39,66.71,22.77,48.48,0
,,,,,,,1087,18.08,106.38,40.06,82.52,28.17,59.97,0
,,,,,,,1088,20.72,121.92,45.91,94.58,32.28,68.73,0
,,,,,,,1089,21.84,128.48,48.39,99.67,34.02,72.43,0
,,,,,,,1090,20.9,122.96,46.3,95.38,32.56,69.31,0
,,,,,,,1091,20.78,122.27,46.04,94.85,32.37,68.92,0
,,,,,,,1092,21.54,126.76,47.74,98.33,33.56,71.45,0
,,,,,,,1093,22.89,134.7,50.73,104.49,35.67,75.93,0
,,,,,,,1094,23.77,139.88,52.68,108.51,37.04,78.85,0
,,,,,,,1095,25.71,151.28,56.97,117.35,40.06,85.28,0
,,,,,,,1096,27.3,160.61,60.48,124.59,42.53,90.53,0
,,,,,,,1097,26.53,156.12,58.79,121.1,41.34,88,0
,,,,,,,1098,24.95,146.79,55.28,113.87,38.87,82.75,0
,,,,,,,1099,20.54,120.89,45.52,93.77,32.01,68.14,0
,,,,,,,1100,15.09,88.76,33.43,68.86,23.5,50.04,0
,,,,,,,1101,10.92,64.24,24.19,49.83,17.01,36.21,0
,,,,,,,1102,8.22,48.35,18.21,37.51,12.8,27.26,0
,,,,,,,1103,4.87,28.67,10.8,22.24,7.59,16.16,0
,,,,,,,1104,2.76,16.23,6.11,12.59,4.3,9.15,0
,,,,,,,1105,1.86,10.95,4.12,8.49,2.9,6.17,0
,,,,,,,1106,1.36,8.03,3.02,6.23,2.13,4.52,0
,,,,,,,1107,1.92,11.31,4.26,8.77,2.99,6.38,0
,,,,,,,1108,4.46,26.27,9.89,20.38,6.96,14.81,0
,,,,,,,1109,9.61,56.55,21.3,43.87,14.97,31.88,0
,,,,,,,1110,15.44,90.85,34.21,70.47,24.06,51.21,0
,,,,,,,1111,19.1,112.37,42.32,87.17,29.75,63.34,0
,,,,,,,1112,21.89,128.79,48.5,99.91,34.1,72.6,0
,,,,,,,1113,23.07,135.72,51.11,105.28,35.94,76.51,0
,,,,,,,1114,22.07,129.89,48.91,100.76,34.39,73.22,0
,,,,,,,1115,21.95,129.16,48.64,100.19,34.2,72.8,0
,,,,,,,1116,22.76,133.9,50.42,103.87,35.45,75.48,0
,,,,,,,1117,24.18,142.29,53.58,110.38,37.68,80.21,0
,,,,,,,1118,25.11,147.76,55.65,114.62,39.13,83.29,0
,,,,,,,1119,27.16,159.8,60.18,123.96,42.31,90.08,0
,,,,,,,1120,28.83,169.65,63.89,131.6,44.92,95.63,0
,,,,,,,1121,28.03,164.91,62.1,127.93,43.67,92.96,0
,,,,,,,1122,26.35,155.06,58.39,120.28,41.06,87.41,0
,,,,,,,1123,21.7,127.7,48.09,99.06,33.81,71.98,0
,,,,,,,1124,15.94,93.77,35.31,72.74,24.83,52.86,0
,,,,,,,1125,11.53,67.86,25.56,52.64,17.97,38.25,0
,,,,,,,1126,8.68,51.08,19.24,39.62,13.52,28.79,0
,,,,,,,1127,5.15,30.28,11.4,23.49,8.02,17.07,0
,,,,,,,1128,2.91,17.15,6.46,13.3,4.54,9.67,0
,,,,,,,1129,2.86,16.85,6.35,13.07,4.46,9.5,0
,,,,,,,1130,2.02,11.89,4.48,9.22,3.15,6.7,0
,,,,,,,1131,1.96,11.51,4.34,8.93,3.05,6.49,0
,,,,,,,1132,2.74,16.15,6.08,12.52,4.27,9.1,0
,,,,,,,1133,5.09,29.95,11.28,23.24,7.93,16.88,0
,,,,,,,1134,8.36,49.18,18.52,38.15,13.02,27.73,0
,,,,,,,1135,12.69,74.67,28.12,57.93,19.77,42.09,0
,,,,,,,1136,17.24,101.41,38.19,78.67,26.85,57.17,0
,,,,,,,1137,21.85,128.57,48.42,99.74,34.04,72.48,0
,,,,,,,1138,24.2,142.38,53.62,110.45,37.7,80.26,0
,,,,,,,1139,24.98,147.01,55.36,114.04,38.93,82.87,0
,,,,,,,1140,26.13,153.73,57.89,119.25,40.7,86.66,0
,,,,,,,1141,27.76,163.36,61.52,126.73,43.26,92.09,0
,,,,,,,1142,28.98,170.5,64.21,132.26,45.15,96.11,0
,,,,,,,1143,30.4,178.88,67.36,138.76,47.37,100.84,0
,,,,,,,1144,31.19,183.51,69.11,142.36,48.59,103.45,0
,,,,,,,1145,29.64,174.38,65.67,135.27,46.17,98.3,0
,,,,,,,1146,26.81,157.73,59.4,122.36,41.77,88.91,0
,,,,,,,1147,22.28,131.07,49.36,101.68,34.71,73.89,0
,,,,,,,1148,17.32,101.91,38.38,79.06,26.99,57.45,0
,,,,,,,1149,13.22,77.76,29.28,60.32,20.59,43.83,0
,,,,,,,1150,10.32,60.7,22.86,47.09,16.07,34.22,0
,,,,,,,1151,7.2,42.38,15.96,32.88,11.22,23.89,0
,,,,,,,1152,4.66,27.41,10.32,21.26,7.26,15.45,0
,,,,,,,1153,2.88,16.96,6.39,13.16,4.49,9.56,0
,,,,,,,1154,3.71,21.82,8.22,16.92,5.78,12.3,0
,,,,,,,1155,1.36,7.99,3.01,6.2,2.12,4.51,0
,,,,,,,1156,2.12,12.48,4.7,9.68,3.3,7.03,0
,,,,,,,1157,3.96,23.31,8.78,18.08,6.17,13.14,0
,,,,,,,1158,6.5,38.25,14.4,29.67,10.13,21.56,0
,,,,,,,1159,9.93,58.42,22,45.32,15.47,32.93,0
,,,,,,,1160,14.06,82.7,31.15,64.15,21.9,46.62,0
,,,,,,,1161,18.37,108.1,40.71,83.86,28.62,60.94,0
,,,,,,,1162,23.64,139.11,52.39,107.91,36.83,78.42,0
,,,,,,,1163,27.01,158.91,59.84,123.27,42.08,89.58,0
,,,,,,,1164,27.7,163.02,61.39,126.45,43.16,91.89,0
,,,,,,,1165,27.58,162.27,61.11,125.88,42.97,91.47,0
,,,,,,,1166,26.75,157.41,59.28,122.11,41.68,88.73,0
,,,,,,,1167,26.18,154.05,58.01,119.5,40.79,86.84,0
,,,,,,,1168,25.04,147.33,55.48,114.28,39.01,83.05,0
,,,,,,,1169,23.83,140.23,52.81,108.78,37.13,79.05,0
,,,,,,,1170,21.36,125.66,47.32,97.48,33.27,70.83,0
,,,,,,,1171,18.37,108.1,40.71,83.86,28.62,60.94,0
,,,,,,,1172,14.69,86.44,32.55,67.05,22.89,48.73,0
,,,,,,,1173,11.71,68.88,25.94,53.43,18.24,38.83,0
,,,,,,,1174,9.1,53.57,20.17,41.55,14.18,30.2,0
,,,,,,,1175,6.56,38.62,14.55,29.96,10.23,21.77,0
,,,,,,,1176,4.47,26.3,9.9,20.4,6.96,14.82,0
,,,,,,,1177,1.62,9.51,3.58,7.38,2.52,5.36,0
,,,,,,,1178,1.22,7.17,2.7,5.57,1.9,4.04,0
,,,,,,,1179,1.75,10.29,3.88,7.98,2.73,5.8,0
,,,,,,,1180,4,23.55,8.87,18.27,6.24,13.28,0
,,,,,,,1181,8.24,48.5,18.27,37.63,12.84,27.34,0
,,,,,,,1182,13.41,78.92,29.72,61.22,20.9,44.49,0
,,,,,,,1183,16.79,98.8,37.21,76.64,26.16,55.69,0
,,,,,,,1184,19.24,113.23,42.64,87.83,29.98,63.83,0
,,,,,,,1185,20.24,119.08,44.84,92.37,31.53,67.12,0
,,,,,,,1186,21.43,126.1,47.49,97.82,33.39,71.08,0
,,,,,,,1187,25.41,149.49,56.3,115.96,39.58,84.27,0
,,,,,,,1188,27.06,159.24,59.97,123.52,42.16,89.76,0
,,,,,,,1189,27.86,163.92,61.73,127.15,43.4,92.4,0
,,,,,,,1190,27.33,160.8,60.55,124.73,42.58,90.64,0
,,,,,,,1191,27.06,159.24,59.97,123.52,42.16,89.76,0
,,,,,,,1192,25.94,152.61,57.47,118.38,40.41,86.03,0
,,,,,,,1193,24.61,144.81,54.53,112.33,38.34,81.63,0
,,,,,,,1194,21.76,128.04,48.22,99.33,33.9,72.18,0
,,,,,,,1195,18.12,106.6,40.14,82.69,28.23,60.09,0
,,,,,,,1196,13.81,81.26,30.6,63.03,21.52,45.8,0
,,,,,,,1197,10.5,61.76,23.26,47.91,16.35,34.81,0
,,,,,,,1198,7.32,43.05,16.21,33.39,11.4,24.26,0
,,,,,,,1199,4.53,26.67,10.04,20.69,7.06,15.03,0
,,,,,,,1200,2.68,15.75,5.93,12.22,4.17,8.88,0
,,,,,,,1201,2.49,14.67,5.53,11.38,3.89,8.27,0
,,,,,,,1202,1.8,10.6,3.99,8.22,2.81,5.97,0
,,,,,,,1203,1.66,9.78,3.68,7.59,2.59,5.51,0
,,,,,,,1204,2.46,14.47,5.45,11.22,3.83,8.16,0
,,,,,,,1205,4.43,26.09,9.82,20.24,6.91,14.71,0
,,,,,,,1206,7.27,42.8,16.12,33.2,11.33,24.13,0
,,,,,,,1207,10.98,64.61,24.33,50.12,17.11,36.42,0
,,,,,,,1208,15,88.25,33.23,68.46,23.37,49.74,0
,,,,,,,1209,18.95,111.48,41.98,86.48,29.52,62.84,0
,,,,,,,1210,21.02,123.71,46.59,95.96,32.76,69.73,0
,,,,,,,1211,21.68,127.58,48.05,98.97,33.78,71.92,0
,,,,,,,1212,22.62,133.08,50.12,103.24,35.24,75.02,0
,,,,,,,1213,24.07,141.64,53.34,109.88,37.51,79.84,0
,,,,,,,1214,25.15,147.96,55.72,114.78,39.18,83.41,0
,,,,,,,1215,26.32,154.89,58.33,120.15,41.01,87.31,0
,,,,,,,1216,26.98,158.76,59.79,123.16,42.04,89.49,0
,,,,,,,1217,25.67,151.02,56.87,117.15,39.99,85.13,0
,,,,,,,1218,23.24,136.75,51.5,106.08,36.21,77.09,0
,,,,,,,1219,19.29,113.52,42.75,88.06,30.06,63.99,0
,,,,,,,1220,14.93,87.84,33.08,68.14,23.26,49.51,0
,,,,,,,1221,11.4,67.05,25.25,52.01,17.75,37.8,0
,,,,,,,1222,8.83,51.97,19.57,40.31,13.76,29.3,0
,,,,,,,1223,6.2,36.48,13.74,28.3,9.66,20.56,0
,,,,,,,1224,3.95,23.23,8.75,18.02,6.15,13.1,0
,,,,,,,1225,1.69,9.92,3.74,7.7,2.63,5.59,0
,,,,,,,1226,1.24,7.28,2.74,5.65,1.93,4.1,0
,,,,,,,1227,1.74,10.25,3.86,7.95,2.72,5.78,0
,,,,,,,1228,4.05,23.82,8.97,18.48,6.31,13.43,0
,,,,,,,1229,8.71,51.27,19.31,39.77,13.58,28.9,0
,,,,,,,1230,14,82.37,31.02,63.89,21.81,46.43,0
,,,,,,,1231,17.32,101.88,38.37,79.03,26.98,57.43,0
,,,,,,,1232,19.85,116.77,43.97,90.58,30.92,65.82,0
,,,,,,,1233,20.91,123.06,46.34,95.46,32.58,69.37,0
,,,,,,,1234,20.01,117.76,44.35,91.35,31.18,66.38,0
,,,,,,,1235,19.9,117.1,44.1,90.84,31.01,66.01,0
,,,,,,,1236,20.63,121.4,45.72,94.17,32.15,68.43,0
,,,,,,,1237,21.93,129.01,48.58,100.08,34.16,72.72,0
,,,,,,,1238,22.77,133.97,50.45,103.93,35.47,75.52,0
,,,,,,,1239,24.62,144.89,54.56,112.39,38.36,81.67,0
,,,,,,,1240,26.14,153.82,57.93,119.32,40.73,86.71,0
,,,,,,,1241,25.41,149.52,56.31,115.99,39.59,84.28,0
,,,,,,,1242,23.89,140.59,52.94,109.06,37.23,79.25,0
,,,,,,,1243,19.68,115.78,43.6,89.81,30.66,65.26,0
,,,,,,,1244,14.45,85.01,32.02,65.95,22.51,47.92,0
,,,,,,,1245,10.46,61.53,23.17,47.73,16.29,34.68,0
,,,,,,,1246,7.87,46.31,17.44,35.92,12.26,26.11,0
,,,,,,,1247,4.67,27.46,10.34,21.3,7.27,15.48,0
,,,,,,,1248,2.64,15.55,5.85,12.06,4.12,8.76,0
,,,,,,,1249,1.76,10.36,3.9,8.04,2.74,5.84,0
,,,,,,,1250,1.29,7.6,2.86,5.89,2.01,4.28,0
,,,,,,,1251,1.82,10.71,4.03,8.31,2.84,6.04,0
,,,,,,,1252,4.23,24.87,9.36,19.29,6.58,14.02,0
,,,,,,,1253,9.1,53.54,20.16,41.53,14.18,30.18,0
,,,,,,,1254,14.62,86,32.39,66.71,22.77,48.48,0
,,,,,,,1255,18.08,106.38,40.06,82.52,28.17,59.97,0
,,,,,,,1256,20.72,121.92,45.91,94.58,32.28,68.73,0
,,,,,,,1257,21.84,128.48,48.39,99.67,34.02,72.43,0
,,,,,,,1258,20.9,122.96,46.3,95.38,32.56,69.31,0
,,,,,,,1259,20.78,122.27,46.04,94.85,32.37,68.92,0
,,,,,,,1260,21.54,126.76,47.74,98.33,33.56,71.45,0
,,,,,,,1261,22.89,134.7,50.73,104.49,35.67,75.93,0
,,,,,,,1262,23.77,139.88,52.68,108.51,37.04,78.85,0
,,,,,,,1263,25.71,151.28,56.97,117.35,40.06,85.28,0
,,,,,,,1264,27.3,160.61,60.48,124.59,42.53,90.53,0
,,,,,,,1265,26.53,156.12,58.79,121.1,41.34,88,0
,,,,,,,1266,24.95,146.79,55.28,113.87,38.87,82.75,0
,,,,,,,1267,20.54,120.89,45.52,93.77,32.01,68.14,0
,,,,,,,1268,15.09,88.76,33.43,68.86,23.5,50.04,0
,,,,,,,1269,10.92,64.24,24.19,49.83,17.01,36.21,0
,,,,,,,1270,8.22,48.35,18.21,37.51,12.8,27.26,0
,,,,,,,1271,4.87,28.67,10.8,22.24,7.59,16.16,0
,,,,,,,1272,2.76,16.23,6.11,12.59,4.3,9.15,0
,,,,,,,1273,1.86,10.95,4.12,8.49,2.9,6.17,0
,,,,,,,1274,1.36,8.03,3.02,6.23,2.13,4.52,0
,,,,,,,1275,1.92,11.31,4.26,8.77,2.99,6.38,0
,,,,,,,1276,4.46,26.27,9.89,20.38,6.96,14.81,0
,,,,,,,1277,9.61,56.55,21.3,43.87,14.97,31.88,0
,,,,,,,1278,15.44,90.85,34.21,70.47,24.06,51.21,0
,,,,,,,1279,19.1,112.37,42.32,87.17,29.75,63.34,0
,,,,,,,1280,21.89,128.79,48.5,99.91,34.1,72.6,0
,,,,,,,1281,23.07,135.72,51.11,105.28,35.94,76.51,0
,,,,,,,1282,22.07,129.89,48.91,100.76,34.39,73.22,0
,,,,,,,1283,21.95,129.16,48.64,100.19,34.2,72.8,0
,,,,,,,1284,22.76,133.9,50.42,103.87,35.45,75.48,0
,,,,,,,1285,24.18,142.29,53.58,110.38,37.68,80.21,0
,,,,,,,1286,25.11,147.76,55.65,114.62,39.13,83.29,0
,,,,,,,1287,27.16,159.8,60.18,123.96,42.31,90.08,0
,,,,,,,1288,28.83,169.65,63.89,131.6,44.92,95.63,0
,,,,,,,1289,28.03,164.91,62.1,127.93,43.67,92.96,0
,,,,,,,1290,26.35,155.06,58.39,120.28,41.06,87.41,0
,,,,,,,1291,21.7,127.7,48.09,99.06,33.81,71.98,0
,,,,,,,1292,15.94,93.77,35.31,72.74,24.83,52.86,0
,,,,,,,1293,11.53,67.86,25.56,52.64,17.97,38.25,0
,,,,,,,1294,8.68,51.08,19.24,39.62,13.52,28.79,0
,,,,,,,1295,5.15,30.28,11.4,23.49,8.02,17.07,0
,,,,,,,1296,2.91,17.15,6.46,13.3,4.54,9.67,0
,,,,,,,1297,2.86,16.85,6.35,13.07,4.46,9.5,0
,,,,,,,1298,2.02,11.89,4.48,9.22,3.15,6.7,0
,,,,,,,1299,1.96,11.51,4.34,8.93,3.05,6.49,0
,,,,,,,1300,2.74,16.15,6.08,12.52,4.27,9.1,0
,,,,,,,1301,5.09,29.95,11.28,23.24,7.93,16.88,0
,,,,,,,1302,8.36,49.18,18.52,38.15,13.02,27.73,0
,,,,,,,1303,12.69,74.67,28.12,57.93,19.77,42.09,0
,,,,,,,1304,17.24,101.41,38.19,78.67,26.85,57.17,0
,,,,,,,1305,21.85,128.57,48.42,99.74,34.04,72.48,0
,,,,,,,1306,24.2,142.38,53.62,110.45,37.7,80.26,0
,,,,,,,1307,24.98,147.01,55.36,114.04,38.93,82.87,0
,,,,,,,1308,26.13,153.73,57.89,119.25,40.7,86.66,0
,,,,,,,1309,27.76,163.36,61.52,126.73,43.26,92.09,0
,,,,,,,1310,28.98,170.5,64.21,132.26,45.15,96.11,0
,,,,,,,1311,30.4,178.88,67.36,138.76,47.37,100.84,0
,,,,,,,1312,31.19,183.51,69.11,142.36,48.59,103.45,0
,,,,,,,1313,29.64,174.38,65.67,135.27,46.17,98.3,0
,,,,,,,1314,26.81,157.73,59.4,122.36,41.77,88.91,0
,,,,,,,1315,22.28,131.07,49.36,101.68,34.71,73.89,0
,,,,,,,1316,17.32,101.91,38.38,79.06,26.99,57.45,0
,,,,,,,1317,13.22,77.76,29.28,60.32,20.59,43.83,0
,,,,,,,1318,10.32,60.7,22.86,47.09,16.07,34.22,0
,,,,,,,1319,7.2,42.38,15.96,32.88,11.22,23.89,0
,,,,,,,1320,4.66,27.41,10.32,21.26,7.26,15.45,0
,,,,,,,1321,2.88,16.96,6.39,13.16,4.49,9.56,0
,,,,,,,1322,3.71,21.82,8.22,16.92,5.78,12.3,0
,,,,,,,1323,1.36,7.99,3.01,6.2,2.12,4.51,0
,,,,,,,1324,2.12,12.48,4.7,9.68,3.3,7.03,0
,,,,,,,1325,3.96,23.31,8.78,18.08,6.17,13.14,0
,,,,,,,1326,6.5,38.25,14.4,29.67,10.13,21.56,0
,,,,,,,1327,9.93,58.42,22,45.32,15.47,32.93,0
,,,,,,,1328,14.06,82.7,31.15,64.15,21.9,46.62,0
,,,,,,,1329,18.37,108.1,40.71,83.86,28.62,60.94,0
,,,,,,,1330,23.64,139.11,52.39,107.91,36.83,78.42,0
,,,,,,,1331,27.01,158.91,59.84,123.27,42.08,89.58,0
,,,,,,,1332,27.7,163.02,61.39,126.45,43.16,91.89,0
