Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_Tonne,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_H2_tonne_per_hr_z1,Load_H2_tonne_per_hr_z2,Load_H2_tonne_per_hr_z3,Load_H2_tonne_per_hr_z4
,,,,,,,1830,12.9,10.6,6.7,0
,,,,,,,1831,12.9,10.6,6.7,0
,,,,,,,1832,12.9,10.6,6.7,0
,,,,,,,1833,12.9,10.6,6.7,0
,,,,,,,1834,12.9,10.6,6.7,0
,,,,,,,1835,12.9,10.6,6.7,0
,,,,,,,1836,12.9,10.6,6.7,0
,,,,,,,1837,12.9,10.6,6.7,0
,,,,,,,1838,12.9,10.6,6.7,0
,,,,,,,1839,12.9,10.6,6.7,0
,,,,,,,1840,12.9,10.6,6.7,0
,,,,,,,1841,12.9,10.6,6.7,0
,,,,,,,1842,12.9,10.6,6.7,0
,,,,,,,1843,12.9,10.6,6.7,0
,,,,,,,1844,12.9,10.6,6.7,0
,,,,,,,1845,12.9,10.6,6.7,0
,,,,,,,1846,12.9,10.6,6.7,0
,,,,,,,1847,12.9,10.6,6.7,0
,,,,,,,1848,12.9,10.6,6.7,0
,,,,,,,1849,12.9,10.6,6.7,0
,,,,,,,1850,12.9,10.6,6.7,0
,,,,,,,1851,12.9,10.6,6.7,0
,,,,,,,1852,12.9,10.6,6.7,0
,,,,,,,1853,12.9,10.6,6.7,0
,,,,,,,1854,12.9,10.6,6.7,0
,,,,,,,1855,12.9,10.6,6.7,0
,,,,,,,1856,12.9,10.6,6.7,0
,,,,,,,1857,12.9,10.6,6.7,0
,,,,,,,1858,12.9,10.6,6.7,0
,,,,,,,1859,12.9,10.6,6.7,0
,,,,,,,1860,12.9,10.6,6.7,0
,,,,,,,1861,12.9,10.6,6.7,0
,,,,,,,1862,12.9,10.6,6.7,0
,,,,,,,1863,12.9,10.6,6.7,0
,,,,,,,1864,12.9,10.6,6.7,0
,,,,,,,1865,12.9,10.6,6.7,0
,,,,,,,1866,12.9,10.6,6.7,0
,,,,,,,1867,12.9,10.6,6.7,0
,,,,,,,1868,12.9,10.6,6.7,0
,,,,,,,1869,12.9,10.6,6.7,0
,,,,,,,1870,12.9,10.6,6.7,0
,,,,,,,1871,12.9,10.6,6.7,0
,,,,,,,1872,12.9,10.6,6.7,0
,,,,,,,1873,12.9,10.6,6.7,0
,,,,,,,1874,12.9,10.6,6.7,0
,,,,,,,1875,12.9,10.6,6.7,0
,,,,,,,1876,12.9,10.6,6.7,0
,,,,,,,1877,12.9,10.6,6.7,0
,,,,,,,1878,12.9,10.6,6.7,0
,,,,,,,1879,12.9,10.6,6.7,0
,,,,,,,1880,12.9,10.6,6.7,0
,,,,,,,1881,12.9,10.6,6.7,0
,,,,,,,1882,12.9,10.6,6.7,0
,,,,,,,1883,12.9,10.6,6.7,0
,,,,,,,1884,12.9,10.6,6.7,0
,,,,,,,1885,12.9,10.6,6.7,0
,,,,,,,1886,12.9,10.6,6.7,0
,,,,,,,1887,12.9,10.6,6.7,0
,,,,,,,1888,12.9,10.6,6.7,0
,,,,,,,1889,12.9,10.6,6.7,0
,,,,,,,1890,12.9,10.6,6.7,0
,,,,,,,1891,12.9,10.6,6.7,0
,,,,,,,1892,12.9,10.6,6.7,0
,,,,,,,1893,12.9,10.6,6.7,0
,,,,,,,1894,12.9,10.6,6.7,0
,,,,,,,1895,12.9,10.6,6.7,0
,,,,,,,1896,12.9,10.6,6.7,0
,,,,,,,1897,12.9,10.6,6.7,0
,,,,,,,1898,12.9,10.6,6.7,0
,,,,,,,1899,12.9,10.6,6.7,0
,,,,,,,1900,12.9,10.6,6.7,0
,,,,,,,1901,12.9,10.6,6.7,0
,,,,,,,1902,12.9,10.6,6.7,0
,,,,,,,1903,12.9,10.6,6.7,0
,,,,,,,1904,12.9,10.6,6.7,0
,,,,,,,1905,12.9,10.6,6.7,0
,,,,,,,1906,12.9,10.6,6.7,0
,,,,,,,1907,12.9,10.6,6.7,0
,,,,,,,1908,12.9,10.6,6.7,0
,,,,,,,1909,12.9,10.6,6.7,0
,,,,,,,1910,12.9,10.6,6.7,0
,,,,,,,1911,12.9,10.6,6.7,0
,,,,,,,1912,12.9,10.6,6.7,0
,,,,,,,1913,12.9,10.6,6.7,0
,,,,,,,1914,12.9,10.6,6.7,0
,,,,,,,1915,12.9,10.6,6.7,0
,,,,,,,1916,12.9,10.6,6.7,0
,,,,,,,1917,12.9,10.6,6.7,0
,,,,,,,1918,12.9,10.6,6.7,0
,,,,,,,1919,12.9,10.6,6.7,0
,,,,,,,1920,12.9,10.6,6.7,0
,,,,,,,1921,12.9,10.6,6.7,0
,,,,,,,1922,12.9,10.6,6.7,0
,,,,,,,1923,12.9,10.6,6.7,0
,,,,,,,1924,12.9,10.6,6.7,0
,,,,,,,1925,12.9,10.6,6.7,0
,,,,,,,1926,12.9,10.6,6.7,0
,,,,,,,1927,12.9,10.6,6.7,0
,,,,,,,1928,12.9,10.6,6.7,0
,,,,,,,1929,12.9,10.6,6.7,0
,,,,,,,1930,12.9,10.6,6.7,0
,,,,,,,1931,12.9,10.6,6.7,0
,,,,,,,1932,12.9,10.6,6.7,0
,,,,,,,1933,12.9,10.6,6.7,0
,,,,,,,1934,12.9,10.6,6.7,0
,,,,,,,1935,12.9,10.6,6.7,0
,,,,,,,1936,12.9,10.6,6.7,0
,,,,,,,1937,12.9,10.6,6.7,0
,,,,,,,1938,12.9,10.6,6.7,0
,,,,,,,1939,12.9,10.6,6.7,0
,,,,,,,1940,12.9,10.6,6.7,0
,,,,,,,1941,12.9,10.6,6.7,0
,,,,,,,1942,12.9,10.6,6.7,0
,,,,,,,1943,12.9,10.6,6.7,0
,,,,,,,1944,12.9,10.6,6.7,0
,,,,,,,1945,12.9,10.6,6.7,0
,,,,,,,1946,12.9,10.6,6.7,0
,,,,,,,1947,12.9,10.6,6.7,0
,,,,,,,1948,12.9,10.6,6.7,0
,,,,,,,1949,12.9,10.6,6.7,0
,,,,,,,1950,12.9,10.6,6.7,0
,,,,,,,1951,12.9,10.6,6.7,0
,,,,,,,1952,12.9,10.6,6.7,0
,,,,,,,1953,12.9,10.6,6.7,0
,,,,,,,1954,12.9,10.6,6.7,0
,,,,,,,1955,12.9,10.6,6.7,0
,,,,,,,1956,12.9,10.6,6.7,0
,,,,,,,1957,12.9,10.6,6.7,0
,,,,,,,1958,12.9,10.6,6.7,0
,,,,,,,1959,12.9,10.6,6.7,0
,,,,,,,1960,12.9,10.6,6.7,0
,,,,,,,1961,12.9,10.6,6.7,0
,,,,,,,1962,12.9,10.6,6.7,0
,,,,,,,1963,12.9,10.6,6.7,0
,,,,,,,1964,12.9,10.6,6.7,0
,,,,,,,1965,12.9,10.6,6.7,0
,,,,,,,1966,12.9,10.6,6.7,0
,,,,,,,1967,12.9,10.6,6.7,0
,,,,,,,1968,12.9,10.6,6.7,0
,,,,,,,1969,12.9,10.6,6.7,0
,,,,,,,1970,12.9,10.6,6.7,0
,,,,,,,1971,12.9,10.6,6.7,0
,,,,,,,1972,12.9,10.6,6.7,0
,,,,,,,1973,12.9,10.6,6.7,0
,,,,,,,1974,12.9,10.6,6.7,0
,,,,,,,1975,12.9,10.6,6.7,0
,,,,,,,1976,12.9,10.6,6.7,0
,,,,,,,1977,12.9,10.6,6.7,0
,,,,,,,1978,12.9,10.6,6.7,0
,,,,,,,1979,12.9,10.6,6.7,0
,,,,,,,1980,12.9,10.6,6.7,0
,,,,,,,1981,12.9,10.6,6.7,0
,,,,,,,1982,12.9,10.6,6.7,0
,,,,,,,1983,12.9,10.6,6.7,0
,,,,,,,1984,12.9,10.6,6.7,0
,,,,,,,1985,12.9,10.6,6.7,0
,,,,,,,1986,12.9,10.6,6.7,0
,,,,,,,1987,12.9,10.6,6.7,0
,,,,,,,1988,12.9,10.6,6.7,0
,,,,,,,1989,12.9,10.6,6.7,0
,,,,,,,1990,12.9,10.6,6.7,0
,,,,,,,1991,12.9,10.6,6.7,0
,,,,,,,1992,12.9,10.6,6.7,0
,,,,,,,1993,12.9,10.6,6.7,0
,,,,,,,1994,12.9,10.6,6.7,0
,,,,,,,1995,12.9,10.6,6.7,0
,,,,,,,1996,12.9,10.6,6.7,0
,,,,,,,1997,12.9,10.6,6.7,0
,,,,,,,1998,12.9,10.6,6.7,0
,,,,,,,1999,12.9,10.6,6.7,0
,,,,,,,2000,12.9,10.6,6.7,0
,,,,,,,2001,12.9,10.6,6.7,0
,,,,,,,2002,12.9,10.6,6.7,0
,,,,,,,2003,12.9,10.6,6.7,0
,,,,,,,2004,12.9,10.6,6.7,0
,,,,,,,2005,12.9,10.6,6.7,0
,,,,,,,2006,12.9,10.6,6.7,0
,,,,,,,2007,12.9,10.6,6.7,0
,,,,,,,2008,12.9,10.6,6.7,0
,,,,,,,2009,12.9,10.6,6.7,0
,,,,,,,2010,12.9,10.6,6.7,0
,,,,,,,2011,12.9,10.6,6.7,0
,,,,,,,2012,12.9,10.6,6.7,0
,,,,,,,2013,12.9,10.6,6.7,0
,,,,,,,2014,12.9,10.6,6.7,0
,,,,,,,2015,12.9,10.6,6.7,0
,,,,,,,2016,12.9,10.6,6.7,0
,,,,,,,2017,12.9,10.6,6.7,0
,,,,,,,2018,12.9,10.6,6.7,0
,,,,,,,2019,12.9,10.6,6.7,0
,,,,,,,2020,12.9,10.6,6.7,0
,,,,,,,2021,12.9,10.6,6.7,0
,,,,,,,2022,12.9,10.6,6.7,0
,,,,,,,2023,12.9,10.6,6.7,0
,,,,,,,2024,12.9,10.6,6.7,0
,,,,,,,2025,12.9,10.6,6.7,0
,,,,,,,2026,12.9,10.6,6.7,0
,,,,,,,2027,12.9,10.6,6.7,0
,,,,,,,2028,12.9,10.6,6.7,0
,,,,,,,2029,12.9,10.6,6.7,0
,,,,,,,2030,12.9,10.6,6.7,0
,,,,,,,2031,12.9,10.6,6.7,0
,,,,,,,2032,12.9,10.6,6.7,0
,,,,,,,2033,12.9,10.6,6.7,0
,,,,,,,2034,12.9,10.6,6.7,0
,,,,,,,2035,12.9,10.6,6.7,0
,,,,,,,2036,12.9,10.6,6.7,0
,,,,,,,2037,12.9,10.6,6.7,0
,,,,,,,2038,12.9,10.6,6.7,0
,,,,,,,2039,12.9,10.6,6.7,0
,,,,,,,2040,12.9,10.6,6.7,0
,,,,,,,2041,12.9,10.6,6.7,0
,,,,,,,2042,12.9,10.6,6.7,0
,,,,,,,2043,12.9,10.6,6.7,0
,,,,,,,2044,12.9,10.6,6.7,0
,,,,,,,2045,12.9,10.6,6.7,0
,,,,,,,2046,12.9,10.6,6.7,0
,,,,,,,2047,12.9,10.6,6.7,0
,,,,,,,2048,12.9,10.6,6.7,0
,,,,,,,2049,12.9,10.6,6.7,0
,,,,,,,2050,12.9,10.6,6.7,0
,,,,,,,2051,12.9,10.6,6.7,0
,,,,,,,2052,12.9,10.6,6.7,0
,,,,,,,2053,12.9,10.6,6.7,0
,,,,,,,2054,12.9,10.6,6.7,0
,,,,,,,2055,12.9,10.6,6.7,0
,,,,,,,2056,12.9,10.6,6.7,0
,,,,,,,2057,12.9,10.6,6.7,0
,,,,,,,2058,12.9,10.6,6.7,0
,,,,,,,2059,12.9,10.6,6.7,0
,,,,,,,2060,12.9,10.6,6.7,0
,,,,,,,2061,12.9,10.6,6.7,0
,,,,,,,2062,12.9,10.6,6.7,0
,,,,,,,2063,12.9,10.6,6.7,0
,,,,,,,2064,12.9,10.6,6.7,0
,,,,,,,2065,12.9,10.6,6.7,0
,,,,,,,2066,12.9,10.6,6.7,0
,,,,,,,2067,12.9,10.6,6.7,0
,,,,,,,2068,12.9,10.6,6.7,0
,,,,,,,2069,12.9,10.6,6.7,0
,,,,,,,2070,12.9,10.6,6.7,0
,,,,,,,2071,12.9,10.6,6.7,0
,,,,,,,2072,12.9,10.6,6.7,0
,,,,,,,2073,12.9,10.6,6.7,0
,,,,,,,2074,12.9,10.6,6.7,0
,,,,,,,2075,12.9,10.6,6.7,0
,,,,,,,2076,12.9,10.6,6.7,0
,,,,,,,2077,12.9,10.6,6.7,0
,,,,,,,2078,12.9,10.6,6.7,0
,,,,,,,2079,12.9,10.6,6.7,0
,,,,,,,2080,12.9,10.6,6.7,0
,,,,,,,2081,12.9,10.6,6.7,0
,,,,,,,2082,12.9,10.6,6.7,0
,,,,,,,2083,12.9,10.6,6.7,0
,,,,,,,2084,12.9,10.6,6.7,0
,,,,,,,2085,12.9,10.6,6.7,0
,,,,,,,2086,12.9,10.6,6.7,0
,,,,,,,2087,12.9,10.6,6.7,0
,,,,,,,2088,12.9,10.6,6.7,0
,,,,,,,2089,12.9,10.6,6.7,0
,,,,,,,2090,12.9,10.6,6.7,0
,,,,,,,2091,12.9,10.6,6.7,0
,,,,,,,2092,12.9,10.6,6.7,0
,,,,,,,2093,12.9,10.6,6.7,0
,,,,,,,2094,12.9,10.6,6.7,0
,,,,,,,2095,12.9,10.6,6.7,0
,,,,,,,2096,12.9,10.6,6.7,0
,,,,,,,2097,12.9,10.6,6.7,0
,,,,,,,2098,12.9,10.6,6.7,0
,,,,,,,2099,12.9,10.6,6.7,0
,,,,,,,2100,12.9,10.6,6.7,0
,,,,,,,2101,12.9,10.6,6.7,0
,,,,,,,2102,12.9,10.6,6.7,0
,,,,,,,2103,12.9,10.6,6.7,0
,,,,,,,2104,12.9,10.6,6.7,0
,,,,,,,2105,12.9,10.6,6.7,0
,,,,,,,2106,12.9,10.6,6.7,0
,,,,,,,2107,12.9,10.6,6.7,0
,,,,,,,2108,12.9,10.6,6.7,0
,,,,,,,2109,12.9,10.6,6.7,0
,,,,,,,2110,12.9,10.6,6.7,0
,,,,,,,2111,12.9,10.6,6.7,0
,,,,,,,2112,12.9,10.6,6.7,0
,,,,,,,2113,12.9,10.6,6.7,0
,,,,,,,2114,12.9,10.6,6.7,0
,,,,,,,2115,12.9,10.6,6.7,0
,,,,,,,2116,12.9,10.6,6.7,0
,,,,,,,2117,12.9,10.6,6.7,0
,,,,,,,2118,12.9,10.6,6.7,0
,,,,,,,2119,12.9,10.6,6.7,0
,,,,,,,2120,12.9,10.6,6.7,0
,,,,,,,2121,12.9,10.6,6.7,0
,,,,,,,2122,12.9,10.6,6.7,0
,,,,,,,2123,12.9,10.6,6.7,0
,,,,,,,2124,12.9,10.6,6.7,0
,,,,,,,2125,12.9,10.6,6.7,0
,,,,,,,2126,12.9,10.6,6.7,0
,,,,,,,2127,12.9,10.6,6.7,0
,,,,,,,2128,12.9,10.6,6.7,0
,,,,,,,2129,12.9,10.6,6.7,0
,,,,,,,2130,12.9,10.6,6.7,0
,,,,,,,2131,12.9,10.6,6.7,0
,,,,,,,2132,12.9,10.6,6.7,0
,,,,,,,2133,12.9,10.6,6.7,0
,,,,,,,2134,12.9,10.6,6.7,0
,,,,,,,2135,12.9,10.6,6.7,0
,,,,,,,2136,12.9,10.6,6.7,0
,,,,,,,2137,12.9,10.6,6.7,0
,,,,,,,2138,12.9,10.6,6.7,0
,,,,,,,2139,12.9,10.6,6.7,0
,,,,,,,2140,12.9,10.6,6.7,0
,,,,,,,2141,12.9,10.6,6.7,0
,,,,,,,2142,12.9,10.6,6.7,0
,,,,,,,2143,12.9,10.6,6.7,0
,,,,,,,2144,12.9,10.6,6.7,0
,,,,,,,2145,12.9,10.6,6.7,0
,,,,,,,2146,12.9,10.6,6.7,0
,,,,,,,2147,12.9,10.6,6.7,0
,,,,,,,2148,12.9,10.6,6.7,0
,,,,,,,2149,12.9,10.6,6.7,0
,,,,,,,2150,12.9,10.6,6.7,0
,,,,,,,2151,12.9,10.6,6.7,0
,,,,,,,2152,12.9,10.6,6.7,0
,,,,,,,2153,12.9,10.6,6.7,0
,,,,,,,2154,12.9,10.6,6.7,0
,,,,,,,2155,12.9,10.6,6.7,0
,,,,,,,2156,12.9,10.6,6.7,0
,,,,,,,2157,12.9,10.6,6.7,0
,,,,,,,2158,12.9,10.6,6.7,0
,,,,,,,2159,12.9,10.6,6.7,0
,,,,,,,2160,12.9,10.6,6.7,0
,,,,,,,2161,12.9,10.6,6.7,0
,,,,,,,2162,12.9,10.6,6.7,0
,,,,,,,2163,12.9,10.6,6.7,0
,,,,,,,2164,12.9,10.6,6.7,0
,,,,,,,2165,12.9,10.6,6.7,0
,,,,,,,2166,12.9,10.6,6.7,0
,,,,,,,2167,12.9,10.6,6.7,0
,,,,,,,2168,12.9,10.6,6.7,0
,,,,,,,2169,12.9,10.6,6.7,0
,,,,,,,2170,12.9,10.6,6.7,0
,,,,,,,2171,12.9,10.6,6.7,0
,,,,,,,2172,12.9,10.6,6.7,0
,,,,,,,2173,12.9,10.6,6.7,0
,,,,,,,2174,12.9,10.6,6.7,0
,,,,,,,2175,12.9,10.6,6.7,0
,,,,,,,2176,12.9,10.6,6.7,0
,,,,,,,2177,12.9,10.6,6.7,0
,,,,,,,2178,12.9,10.6,6.7,0
,,,,,,,2179,12.9,10.6,6.7,0
,,,,,,,2180,12.9,10.6,6.7,0
,,,,,,,2181,12.9,10.6,6.7,0
,,,,,,,2182,12.9,10.6,6.7,0
,,,,,,,2183,12.9,10.6,6.7,0
,,,,,,,2184,12.9,10.6,6.7,0
,,,,,,,2185,12.9,10.6,6.7,0
,,,,,,,2186,12.9,10.6,6.7,0
,,,,,,,2187,12.9,10.6,6.7,0
,,,,,,,2188,12.9,10.6,6.7,0
,,,,,,,2189,12.9,10.6,6.7,0
,,,,,,,2190,12.9,10.6,6.7,0
,,,,,,,2191,12.9,10.6,6.7,0
,,,,,,,2192,12.9,10.6,6.7,0
,,,,,,,2193,12.9,10.6,6.7,0
,,,,,,,2194,12.9,10.6,6.7,0
,,,,,,,2195,12.9,10.6,6.7,0
,,,,,,,2196,12.9,10.6,6.7,0
,,,,,,,2197,12.9,10.6,6.7,0
,,,,,,,2198,12.9,10.6,6.7,0
,,,,,,,2199,12.9,10.6,6.7,0
,,,,,,,2200,12.9,10.6,6.7,0
,,,,,,,2201,12.9,10.6,6.7,0
,,,,,,,2202,12.9,10.6,6.7,0
,,,,,,,2203,12.9,10.6,6.7,0
,,,,,,,2204,12.9,10.6,6.7,0
,,,,,,,2205,12.9,10.6,6.7,0
,,,,,,,2206,12.9,10.6,6.7,0
,,,,,,,2207,12.9,10.6,6.7,0
,,,,,,,2208,12.9,10.6,6.7,0
,,,,,,,2209,12.9,10.6,6.7,0
,,,,,,,2210,12.9,10.6,6.7,0
,,,,,,,2211,12.9,10.6,6.7,0
,,,,,,,2212,12.9,10.6,6.7,0
,,,,,,,2213,12.9,10.6,6.7,0
,,,,,,,2214,12.9,10.6,6.7,0
,,,,,,,2215,12.9,10.6,6.7,0
,,,,,,,2216,12.9,10.6,6.7,0
,,,,,,,2217,12.9,10.6,6.7,0
,,,,,,,2218,12.9,10.6,6.7,0
,,,,,,,2219,12.9,10.6,6.7,0
,,,,,,,2220,12.9,10.6,6.7,0
,,,,,,,2221,12.9,10.6,6.7,0
,,,,,,,2222,12.9,10.6,6.7,0
,,,,,,,2223,12.9,10.6,6.7,0
,,,,,,,2224,12.9,10.6,6.7,0
,,,,,,,2225,12.9,10.6,6.7,0
,,,,,,,2226,12.9,10.6,6.7,0
,,,,,,,2227,12.9,10.6,6.7,0
,,,,,,,2228,12.9,10.6,6.7,0
,,,,,,,2229,12.9,10.6,6.7,0
,,,,,,,2230,12.9,10.6,6.7,0
,,,,,,,2231,12.9,10.6,6.7,0
,,,,,,,2232,12.9,10.6,6.7,0
,,,,,,,2233,12.9,10.6,6.7,0
,,,,,,,2234,12.9,10.6,6.7,0
,,,,,,,2235,12.9,10.6,6.7,0
,,,,,,,2236,12.9,10.6,6.7,0
,,,,,,,2237,12.9,10.6,6.7,0
,,,,,,,2238,12.9,10.6,6.7,0
,,,,,,,2239,12.9,10.6,6.7,0
,,,,,,,2240,12.9,10.6,6.7,0
,,,,,,,2241,12.9,10.6,6.7,0
,,,,,,,2242,12.9,10.6,6.7,0
,,,,,,,2243,12.9,10.6,6.7,0
,,,,,,,2244,12.9,10.6,6.7,0
,,,,,,,2245,12.9,10.6,6.7,0
,,,,,,,2246,12.9,10.6,6.7,0
,,,,,,,2247,12.9,10.6,6.7,0
,,,,,,,2248,12.9,10.6,6.7,0
,,,,,,,2249,12.9,10.6,6.7,0
,,,,,,,2250,12.9,10.6,6.7,0
,,,,,,,2251,12.9,10.6,6.7,0
,,,,,,,2252,12.9,10.6,6.7,0
,,,,,,,2253,12.9,10.6,6.7,0
,,,,,,,2254,12.9,10.6,6.7,0
,,,,,,,2255,12.9,10.6,6.7,0
,,,,,,,2256,12.9,10.6,6.7,0
,,,,,,,2257,12.9,10.6,6.7,0
,,,,,,,2258,12.9,10.6,6.7,0
,,,,,,,2259,12.9,10.6,6.7,0
,,,,,,,2260,12.9,10.6,6.7,0
,,,,,,,2261,12.9,10.6,6.7,0
,,,,,,,2262,12.9,10.6,6.7,0
,,,,,,,2263,12.9,10.6,6.7,0
,,,,,,,2264,12.9,10.6,6.7,0
,,,,,,,2265,12.9,10.6,6.7,0
,,,,,,,2266,12.9,10.6,6.7,0
,,,,,,,2267,12.9,10.6,6.7,0
,,,,,,,2268,12.9,10.6,6.7,0
,,,,,,,2269,12.9,10.6,6.7,0
,,,,,,,2270,12.9,10.6,6.7,0
,,,,,,,2271,12.9,10.6,6.7,0
,,,,,,,2272,12.9,10.6,6.7,0
,,,,,,,2273,12.9,10.6,6.7,0
,,,,,,,2274,12.9,10.6,6.7,0
,,,,,,,2275,12.9,10.6,6.7,0
,,,,,,,2276,12.9,10.6,6.7,0
,,,,,,,2277,12.9,10.6,6.7,0
,,,,,,,2278,12.9,10.6,6.7,0
,,,,,,,2279,12.9,10.6,6.7,0
,,,,,,,2280,12.9,10.6,6.7,0
,,,,,,,2281,12.9,10.6,6.7,0
,,,,,,,2282,12.9,10.6,6.7,0
,,,,,,,2283,12.9,10.6,6.7,0
,,,,,,,2284,12.9,10.6,6.7,0
,,,,,,,2285,12.9,10.6,6.7,0
,,,,,,,2286,12.9,10.6,6.7,0
,,,,,,,2287,12.9,10.6,6.7,0
,,,,,,,2288,12.9,10.6,6.7,0
,,,,,,,2289,12.9,10.6,6.7,0
,,,,,,,2290,12.9,10.6,6.7,0
,,,,,,,2291,12.9,10.6,6.7,0
,,,,,,,2292,12.9,10.6,6.7,0
,,,,,,,2293,12.9,10.6,6.7,0
,,,,,,,2294,12.9,10.6,6.7,0
,,,,,,,2295,12.9,10.6,6.7,0
,,,,,,,2296,12.9,10.6,6.7,0
,,,,,,,2297,12.9,10.6,6.7,0
,,,,,,,2298,12.9,10.6,6.7,0
,,,,,,,2299,12.9,10.6,6.7,0
,,,,,,,2300,12.9,10.6,6.7,0
,,,,,,,2301,12.9,10.6,6.7,0
,,,,,,,2302,12.9,10.6,6.7,0
,,,,,,,2303,12.9,10.6,6.7,0
,,,,,,,2304,12.9,10.6,6.7,0
,,,,,,,2305,12.9,10.6,6.7,0
,,,,,,,2306,12.9,10.6,6.7,0
,,,,,,,2307,12.9,10.6,6.7,0
,,,,,,,2308,12.9,10.6,6.7,0
,,,,,,,2309,12.9,10.6,6.7,0
,,,,,,,2310,12.9,10.6,6.7,0
,,,,,,,2311,12.9,10.6,6.7,0
,,,,,,,2312,12.9,10.6,6.7,0
,,,,,,,2313,12.9,10.6,6.7,0
,,,,,,,2314,12.9,10.6,6.7,0
,,,,,,,2315,12.9,10.6,6.7,0
,,,,,,,2316,12.9,10.6,6.7,0
,,,,,,,2317,12.9,10.6,6.7,0
,,,,,,,2318,12.9,10.6,6.7,0
,,,,,,,2319,12.9,10.6,6.7,0
,,,,,,,2320,12.9,10.6,6.7,0
,,,,,,,2321,12.9,10.6,6.7,0
,,,,,,,2322,12.9,10.6,6.7,0
,,,,,,,2323,12.9,10.6,6.7,0
,,,,,,,2324,12.9,10.6,6.7,0
,,,,,,,2325,12.9,10.6,6.7,0
,,,,,,,2326,12.9,10.6,6.7,0
,,,,,,,2327,12.9,10.6,6.7,0
,,,,,,,2328,12.9,10.6,6.7,0
,,,,,,,2329,12.9,10.6,6.7,0
,,,,,,,2330,12.9,10.6,6.7,0
,,,,,,,2331,12.9,10.6,6.7,0
,,,,,,,2332,12.9,10.6,6.7,0
,,,,,,,2333,12.9,10.6,6.7,0
,,,,,,,2334,12.9,10.6,6.7,0
,,,,,,,2335,12.9,10.6,6.7,0
,,,,,,,2336,12.9,10.6,6.7,0
,,,,,,,2337,12.9,10.6,6.7,0
,,,,,,,2338,12.9,10.6,6.7,0
,,,,,,,2339,12.9,10.6,6.7,0
,,,,,,,2340,12.9,10.6,6.7,0
,,,,,,,2341,12.9,10.6,6.7,0
,,,,,,,2342,12.9,10.6,6.7,0
,,,,,,,2343,12.9,10.6,6.7,0
,,,,,,,2344,12.9,10.6,6.7,0
,,,,,,,2345,12.9,10.6,6.7,0
,,,,,,,2346,12.9,10.6,6.7,0
,,,,,,,2347,12.9,10.6,6.7,0
,,,,,,,2348,12.9,10.6,6.7,0
,,,,,,,2349,12.9,10.6,6.7,0
,,,,,,,2350,12.9,10.6,6.7,0
,,,,,,,2351,12.9,10.6,6.7,0
,,,,,,,2352,12.9,10.6,6.7,0
,,,,,,,2353,12.9,10.6,6.7,0
,,,,,,,2354,12.9,10.6,6.7,0
,,,,,,,2355,12.9,10.6,6.7,0
,,,,,,,2356,12.9,10.6,6.7,0
,,,,,,,2357,12.9,10.6,6.7,0
,,,,,,,2358,12.9,10.6,6.7,0
,,,,,,,2359,12.9,10.6,6.7,0
,,,,,,,2360,12.9,10.6,6.7,0
,,,,,,,2361,12.9,10.6,6.7,0
,,,,,,,2362,12.9,10.6,6.7,0
,,,,,,,2363,12.9,10.6,6.7,0
,,,,,,,2364,12.9,10.6,6.7,0
,,,,,,,2365,12.9,10.6,6.7,0
,,,,,,,2366,12.9,10.6,6.7,0
,,,,,,,2367,12.9,10.6,6.7,0
,,,,,,,2368,12.9,10.6,6.7,0
,,,,,,,2369,12.9,10.6,6.7,0
,,,,,,,2370,12.9,10.6,6.7,0
,,,,,,,2371,12.9,10.6,6.7,0
,,,,,,,2372,12.9,10.6,6.7,0
,,,,,,,2373,12.9,10.6,6.7,0
,,,,,,,2374,12.9,10.6,6.7,0
,,,,,,,2375,12.9,10.6,6.7,0
,,,,,,,2376,12.9,10.6,6.7,0
,,,,,,,2377,12.9,10.6,6.7,0
,,,,,,,2378,12.9,10.6,6.7,0
,,,,,,,2379,12.9,10.6,6.7,0
,,,,,,,2380,12.9,10.6,6.7,0
,,,,,,,2381,12.9,10.6,6.7,0
,,,,,,,2382,12.9,10.6,6.7,0
,,,,,,,2383,12.9,10.6,6.7,0
,,,,,,,2384,12.9,10.6,6.7,0
,,,,,,,2385,12.9,10.6,6.7,0
,,,,,,,2386,12.9,10.6,6.7,0
,,,,,,,2387,12.9,10.6,6.7,0
,,,,,,,2388,12.9,10.6,6.7,0
,,,,,,,2389,12.9,10.6,6.7,0
,,,,,,,2390,12.9,10.6,6.7,0
,,,,,,,2391,12.9,10.6,6.7,0
,,,,,,,2392,12.9,10.6,6.7,0
,,,,,,,2393,12.9,10.6,6.7,0
,,,,,,,2394,12.9,10.6,6.7,0
,,,,,,,2395,12.9,10.6,6.7,0
,,,,,,,2396,12.9,10.6,6.7,0
,,,,,,,2397,12.9,10.6,6.7,0
,,,,,,,2398,12.9,10.6,6.7,0
,,,,,,,2399,12.9,10.6,6.7,0
,,,,,,,2400,12.9,10.6,6.7,0
,,,,,,,2401,12.9,10.6,6.7,0
,,,,,,,2402,12.9,10.6,6.7,0
,,,,,,,2403,12.9,10.6,6.7,0
,,,,,,,2404,12.9,10.6,6.7,0
,,,,,,,2405,12.9,10.6,6.7,0
