Time_Index,elec_price_per_MWh_z1,elec_price_per_MWh_z2,elec_price_per_MWh_z3
994,0.04,0.04,0.04
995,0.04,0.04,0.04
996,0.04,0.04,0.04
997,0.04,0.04,0.04
998,0.04,0.04,0.04
999,0.04,0.04,0.04
1000,0.04,0.04,0.04
1001,0.04,0.04,0.04
1002,0.04,0.04,0.04
1003,0.04,0.04,0.04
1004,0.04,0.04,0.04
1005,0.04,0.04,0.04
1006,0.04,0.04,0.04
1007,0.04,0.04,0.04
1008,0.04,0.04,0.04
1009,0.04,0.04,0.04
1010,0.04,0.04,0.04
1011,0.04,0.04,0.04
1012,0.04,0.04,0.04
1013,0.04,0.04,0.04
1014,0.04,0.04,0.04
1015,0.04,0.04,0.04
1016,0.04,0.04,0.04
1017,0.04,0.04,0.04
1018,0.04,0.04,0.04
1019,0.04,0.04,0.04
1020,0.04,0.04,0.04
1021,0.04,0.04,0.04
1022,0.04,0.04,0.04
1023,0.04,0.04,0.04
1024,0.04,0.04,0.04
1025,0.04,0.04,0.04
1026,0.04,0.04,0.04
1027,0.04,0.04,0.04
1028,0.04,0.04,0.04
1029,0.04,0.04,0.04
1030,0.04,0.04,0.04
1031,0.04,0.04,0.04
1032,0.04,0.04,0.04
1033,0.04,0.04,0.04
1034,0.04,0.04,0.04
1035,0.04,0.04,0.04
1036,0.04,0.04,0.04
1037,0.04,0.04,0.04
1038,0.04,0.04,0.04
1039,0.04,0.04,0.04
1040,0.04,0.04,0.04
1041,0.04,0.04,0.04
1042,0.04,0.04,0.04
1043,0.04,0.04,0.04
1044,0.04,0.04,0.04
1045,0.04,0.04,0.04
1046,0.04,0.04,0.04
1047,0.04,0.04,0.04
1048,0.04,0.04,0.04
1049,0.04,0.04,0.04
1050,0.04,0.04,0.04
1051,0.04,0.04,0.04
1052,0.04,0.04,0.04
1053,0.04,0.04,0.04
1054,0.04,0.04,0.04
1055,0.04,0.04,0.04
1056,0.04,0.04,0.04
1057,0.04,0.04,0.04
1058,0.04,0.04,0.04
1059,0.04,0.04,0.04
1060,0.04,0.04,0.04
1061,0.04,0.04,0.04
1062,0.04,0.04,0.04
1063,0.04,0.04,0.04
1064,0.04,0.04,0.04
1065,0.04,0.04,0.04
1066,0.04,0.04,0.04
1067,0.04,0.04,0.04
1068,0.04,0.04,0.04
1069,0.04,0.04,0.04
1070,0.04,0.04,0.04
1071,0.04,0.04,0.04
1072,0.04,0.04,0.04
1073,0.04,0.04,0.04
1074,0.04,0.04,0.04
1075,0.04,0.04,0.04
1076,0.04,0.04,0.04
1077,0.04,0.04,0.04
1078,0.04,0.04,0.04
1079,0.04,0.04,0.04
1080,0.04,0.04,0.04
1081,0.04,0.04,0.04
1082,0.04,0.04,0.04
1083,0.04,0.04,0.04
1084,0.04,0.04,0.04
1085,0.04,0.04,0.04
1086,0.04,0.04,0.04
1087,0.04,0.04,0.04
1088,0.04,0.04,0.04
1089,0.04,0.04,0.04
1090,0.04,0.04,0.04
1091,0.04,0.04,0.04
1092,0.04,0.04,0.04
1093,0.04,0.04,0.04
1094,0.04,0.04,0.04
1095,0.04,0.04,0.04
1096,0.04,0.04,0.04
1097,0.04,0.04,0.04
1098,0.04,0.04,0.04
1099,0.04,0.04,0.04
1100,0.04,0.04,0.04
1101,0.04,0.04,0.04
1102,0.04,0.04,0.04
1103,0.04,0.04,0.04
1104,0.04,0.04,0.04
1105,0.04,0.04,0.04
1106,0.04,0.04,0.04
1107,0.04,0.04,0.04
1108,0.04,0.04,0.04
1109,0.04,0.04,0.04
1110,0.04,0.04,0.04
1111,0.04,0.04,0.04
1112,0.04,0.04,0.04
1113,0.04,0.04,0.04
1114,0.04,0.04,0.04
1115,0.04,0.04,0.04
1116,0.04,0.04,0.04
1117,0.04,0.04,0.04
1118,0.04,0.04,0.04
1119,0.04,0.04,0.04
1120,0.04,0.04,0.04
1121,0.04,0.04,0.04
1122,0.04,0.04,0.04
1123,0.04,0.04,0.04
1124,0.04,0.04,0.04
1125,0.04,0.04,0.04
1126,0.04,0.04,0.04
1127,0.04,0.04,0.04
1128,0.04,0.04,0.04
1129,0.04,0.04,0.04
1130,0.04,0.04,0.04
1131,0.04,0.04,0.04
1132,0.04,0.04,0.04
1133,0.04,0.04,0.04
1134,0.04,0.04,0.04
1135,0.04,0.04,0.04
1136,0.04,0.04,0.04
1137,0.04,0.04,0.04
1138,0.04,0.04,0.04
1139,0.04,0.04,0.04
1140,0.04,0.04,0.04
1141,0.04,0.04,0.04
1142,0.04,0.04,0.04
1143,0.04,0.04,0.04
1144,0.04,0.04,0.04
1145,0.04,0.04,0.04
1146,0.04,0.04,0.04
1147,0.04,0.04,0.04
1148,0.04,0.04,0.04
1149,0.04,0.04,0.04
1150,0.04,0.04,0.04
1151,0.04,0.04,0.04
1152,0.04,0.04,0.04
1153,0.04,0.04,0.04
1154,0.04,0.04,0.04
1155,0.04,0.04,0.04
1156,0.04,0.04,0.04
1157,0.04,0.04,0.04
1158,0.04,0.04,0.04
1159,0.04,0.04,0.04
1160,0.04,0.04,0.04
1161,0.04,0.04,0.04
1162,0.04,0.04,0.04
1163,0.04,0.04,0.04
1164,0.04,0.04,0.04
1165,0.04,0.04,0.04
1166,0.04,0.04,0.04
1167,0.04,0.04,0.04
1168,0.04,0.04,0.04
1169,0.04,0.04,0.04
1170,0.04,0.04,0.04
1171,0.04,0.04,0.04
1172,0.04,0.04,0.04
1173,0.04,0.04,0.04
1174,0.04,0.04,0.04
1175,0.04,0.04,0.04
1176,0.04,0.04,0.04
1177,0.04,0.04,0.04
1178,0.04,0.04,0.04
1179,0.04,0.04,0.04
1180,0.04,0.04,0.04
1181,0.04,0.04,0.04
1182,0.04,0.04,0.04
1183,0.04,0.04,0.04
1184,0.04,0.04,0.04
1185,0.04,0.04,0.04
1186,0.04,0.04,0.04
1187,0.04,0.04,0.04
1188,0.04,0.04,0.04
1189,0.04,0.04,0.04
1190,0.04,0.04,0.04
1191,0.04,0.04,0.04
1192,0.04,0.04,0.04
1193,0.04,0.04,0.04
1194,0.04,0.04,0.04
1195,0.04,0.04,0.04
1196,0.04,0.04,0.04
1197,0.04,0.04,0.04
1198,0.04,0.04,0.04
1199,0.04,0.04,0.04
1200,0.04,0.04,0.04
1201,0.04,0.04,0.04
1202,0.04,0.04,0.04
1203,0.04,0.04,0.04
1204,0.04,0.04,0.04
1205,0.04,0.04,0.04
1206,0.04,0.04,0.04
1207,0.04,0.04,0.04
1208,0.04,0.04,0.04
1209,0.04,0.04,0.04
1210,0.04,0.04,0.04
1211,0.04,0.04,0.04
1212,0.04,0.04,0.04
1213,0.04,0.04,0.04
1214,0.04,0.04,0.04
1215,0.04,0.04,0.04
1216,0.04,0.04,0.04
1217,0.04,0.04,0.04
1218,0.04,0.04,0.04
1219,0.04,0.04,0.04
1220,0.04,0.04,0.04
1221,0.04,0.04,0.04
1222,0.04,0.04,0.04
1223,0.04,0.04,0.04
1224,0.04,0.04,0.04
1225,0.04,0.04,0.04
1226,0.04,0.04,0.04
1227,0.04,0.04,0.04
1228,0.04,0.04,0.04
1229,0.04,0.04,0.04
1230,0.04,0.04,0.04
1231,0.04,0.04,0.04
1232,0.04,0.04,0.04
1233,0.04,0.04,0.04
1234,0.04,0.04,0.04
1235,0.04,0.04,0.04
1236,0.04,0.04,0.04
1237,0.04,0.04,0.04
1238,0.04,0.04,0.04
1239,0.04,0.04,0.04
1240,0.04,0.04,0.04
1241,0.04,0.04,0.04
1242,0.04,0.04,0.04
1243,0.04,0.04,0.04
1244,0.04,0.04,0.04
1245,0.04,0.04,0.04
1246,0.04,0.04,0.04
1247,0.04,0.04,0.04
1248,0.04,0.04,0.04
1249,0.04,0.04,0.04
1250,0.04,0.04,0.04
1251,0.04,0.04,0.04
1252,0.04,0.04,0.04
1253,0.04,0.04,0.04
1254,0.04,0.04,0.04
1255,0.04,0.04,0.04
1256,0.04,0.04,0.04
1257,0.04,0.04,0.04
1258,0.04,0.04,0.04
1259,0.04,0.04,0.04
1260,0.04,0.04,0.04
1261,0.04,0.04,0.04
1262,0.04,0.04,0.04
1263,0.04,0.04,0.04
1264,0.04,0.04,0.04
1265,0.04,0.04,0.04
1266,0.04,0.04,0.04
1267,0.04,0.04,0.04
1268,0.04,0.04,0.04
1269,0.04,0.04,0.04
1270,0.04,0.04,0.04
1271,0.04,0.04,0.04
1272,0.04,0.04,0.04
1273,0.04,0.04,0.04
1274,0.04,0.04,0.04
1275,0.04,0.04,0.04
1276,0.04,0.04,0.04
1277,0.04,0.04,0.04
1278,0.04,0.04,0.04
1279,0.04,0.04,0.04
1280,0.04,0.04,0.04
1281,0.04,0.04,0.04
1282,0.04,0.04,0.04
1283,0.04,0.04,0.04
1284,0.04,0.04,0.04
1285,0.04,0.04,0.04
1286,0.04,0.04,0.04
1287,0.04,0.04,0.04
1288,0.04,0.04,0.04
1289,0.04,0.04,0.04
1290,0.04,0.04,0.04
1291,0.04,0.04,0.04
1292,0.04,0.04,0.04
1293,0.04,0.04,0.04
1294,0.04,0.04,0.04
1295,0.04,0.04,0.04
1296,0.04,0.04,0.04
1297,0.04,0.04,0.04
1298,0.04,0.04,0.04
1299,0.04,0.04,0.04
1300,0.04,0.04,0.04
1301,0.04,0.04,0.04
1302,0.04,0.04,0.04
1303,0.04,0.04,0.04
1304,0.04,0.04,0.04
1305,0.04,0.04,0.04
1306,0.04,0.04,0.04
1307,0.04,0.04,0.04
1308,0.04,0.04,0.04
1309,0.04,0.04,0.04
1310,0.04,0.04,0.04
1311,0.04,0.04,0.04
1312,0.04,0.04,0.04
1313,0.04,0.04,0.04
1314,0.04,0.04,0.04
1315,0.04,0.04,0.04
1316,0.04,0.04,0.04
1317,0.04,0.04,0.04
1318,0.04,0.04,0.04
1319,0.04,0.04,0.04
1320,0.04,0.04,0.04
1321,0.04,0.04,0.04
1322,0.04,0.04,0.04
1323,0.04,0.04,0.04
1324,0.04,0.04,0.04
1325,0.04,0.04,0.04
1326,0.04,0.04,0.04
1327,0.04,0.04,0.04
1328,0.04,0.04,0.04
1329,0.04,0.04,0.04
1330,0.04,0.04,0.04
1331,0.04,0.04,0.04
1332,0.04,0.04,0.04
1333,0.04,0.04,0.04
1334,0.04,0.04,0.04
1335,0.04,0.04,0.04
1336,0.04,0.04,0.04
1337,0.04,0.04,0.04
1338,0.04,0.04,0.04
1339,0.04,0.04,0.04
1340,0.04,0.04,0.04
1341,0.04,0.04,0.04
1342,0.04,0.04,0.04
1343,0.04,0.04,0.04
1344,0.04,0.04,0.04
1345,0.04,0.04,0.04
1346,0.04,0.04,0.04
1347,0.04,0.04,0.04
1348,0.04,0.04,0.04
1349,0.04,0.04,0.04
1350,0.04,0.04,0.04
1351,0.04,0.04,0.04
1352,0.04,0.04,0.04
1353,0.04,0.04,0.04
1354,0.04,0.04,0.04
1355,0.04,0.04,0.04
1356,0.04,0.04,0.04
1357,0.04,0.04,0.04
1358,0.04,0.04,0.04
1359,0.04,0.04,0.04
1360,0.04,0.04,0.04
1361,0.04,0.04,0.04
1362,0.04,0.04,0.04
1363,0.04,0.04,0.04
1364,0.04,0.04,0.04
1365,0.04,0.04,0.04
1366,0.04,0.04,0.04
1367,0.04,0.04,0.04
1368,0.04,0.04,0.04
1369,0.04,0.04,0.04
1370,0.04,0.04,0.04
1371,0.04,0.04,0.04
1372,0.04,0.04,0.04
1373,0.04,0.04,0.04
1374,0.04,0.04,0.04
1375,0.04,0.04,0.04
1376,0.04,0.04,0.04
1377,0.04,0.04,0.04
1378,0.04,0.04,0.04
1379,0.04,0.04,0.04
1380,0.04,0.04,0.04
1381,0.04,0.04,0.04
1382,0.04,0.04,0.04
1383,0.04,0.04,0.04
1384,0.04,0.04,0.04
1385,0.04,0.04,0.04
1386,0.04,0.04,0.04
1387,0.04,0.04,0.04
1388,0.04,0.04,0.04
1389,0.04,0.04,0.04
1390,0.04,0.04,0.04
1391,0.04,0.04,0.04
1392,0.04,0.04,0.04
1393,0.04,0.04,0.04
1394,0.04,0.04,0.04
1395,0.04,0.04,0.04
1396,0.04,0.04,0.04
1397,0.04,0.04,0.04
1398,0.04,0.04,0.04
1399,0.04,0.04,0.04
1400,0.04,0.04,0.04
1401,0.04,0.04,0.04
1402,0.04,0.04,0.04
1403,0.04,0.04,0.04
1404,0.04,0.04,0.04
1405,0.04,0.04,0.04
1406,0.04,0.04,0.04
1407,0.04,0.04,0.04
1408,0.04,0.04,0.04
1409,0.04,0.04,0.04
1410,0.04,0.04,0.04
1411,0.04,0.04,0.04
1412,0.04,0.04,0.04
1413,0.04,0.04,0.04
1414,0.04,0.04,0.04
1415,0.04,0.04,0.04
1416,0.04,0.04,0.04
1417,0.04,0.04,0.04
1418,0.04,0.04,0.04
1419,0.04,0.04,0.04
1420,0.04,0.04,0.04
1421,0.04,0.04,0.04
1422,0.04,0.04,0.04
1423,0.04,0.04,0.04
1424,0.04,0.04,0.04
1425,0.04,0.04,0.04
1426,0.04,0.04,0.04
1427,0.04,0.04,0.04
1428,0.04,0.04,0.04
1429,0.04,0.04,0.04
1430,0.04,0.04,0.04
1431,0.04,0.04,0.04
1432,0.04,0.04,0.04
1433,0.04,0.04,0.04
1434,0.04,0.04,0.04
1435,0.04,0.04,0.04
1436,0.04,0.04,0.04
1437,0.04,0.04,0.04
1438,0.04,0.04,0.04
1439,0.04,0.04,0.04
1440,0.04,0.04,0.04
1441,0.04,0.04,0.04
1442,0.04,0.04,0.04
1443,0.04,0.04,0.04
1444,0.04,0.04,0.04
1445,0.04,0.04,0.04
1446,0.04,0.04,0.04
1447,0.04,0.04,0.04
1448,0.04,0.04,0.04
1449,0.04,0.04,0.04
1450,0.04,0.04,0.04
1451,0.04,0.04,0.04
1452,0.04,0.04,0.04
1453,0.04,0.04,0.04
1454,0.04,0.04,0.04
1455,0.04,0.04,0.04
1456,0.04,0.04,0.04
1457,0.04,0.04,0.04
1458,0.04,0.04,0.04
1459,0.04,0.04,0.04
1460,0.04,0.04,0.04
1461,0.04,0.04,0.04
1462,0.04,0.04,0.04
1463,0.04,0.04,0.04
1464,0.04,0.04,0.04
1465,0.04,0.04,0.04
1466,0.04,0.04,0.04
1467,0.04,0.04,0.04
1468,0.04,0.04,0.04
1469,0.04,0.04,0.04
1470,0.04,0.04,0.04
1471,0.04,0.04,0.04
1472,0.04,0.04,0.04
1473,0.04,0.04,0.04
1474,0.04,0.04,0.04
1475,0.04,0.04,0.04
1476,0.04,0.04,0.04
1477,0.04,0.04,0.04
1478,0.04,0.04,0.04
1479,0.04,0.04,0.04
1480,0.04,0.04,0.04
1481,0.04,0.04,0.04
1482,0.04,0.04,0.04
1483,0.04,0.04,0.04
1484,0.04,0.04,0.04
1485,0.04,0.04,0.04
1486,0.04,0.04,0.04
1487,0.04,0.04,0.04
1488,0.04,0.04,0.04
1489,0.04,0.04,0.04
1490,0.04,0.04,0.04
1491,0.04,0.04,0.04
1492,0.04,0.04,0.04
1493,0.04,0.04,0.04
1494,0.04,0.04,0.04
1495,0.04,0.04,0.04
1496,0.04,0.04,0.04
1497,0.04,0.04,0.04
1498,0.04,0.04,0.04
1499,0.04,0.04,0.04
1500,0.04,0.04,0.04
1501,0.04,0.04,0.04
1502,0.04,0.04,0.04
1503,0.04,0.04,0.04
1504,0.04,0.04,0.04
1505,0.04,0.04,0.04
1506,0.04,0.04,0.04
1507,0.04,0.04,0.04
1508,0.04,0.04,0.04
1509,0.04,0.04,0.04
1510,0.04,0.04,0.04
1511,0.04,0.04,0.04
1512,0.04,0.04,0.04
1513,0.04,0.04,0.04
1514,0.04,0.04,0.04
1515,0.04,0.04,0.04
1516,0.04,0.04,0.04
1517,0.04,0.04,0.04
1518,0.04,0.04,0.04
1519,0.04,0.04,0.04
1520,0.04,0.04,0.04
1521,0.04,0.04,0.04
1522,0.04,0.04,0.04
1523,0.04,0.04,0.04
1524,0.04,0.04,0.04
1525,0.04,0.04,0.04
1526,0.04,0.04,0.04
1527,0.04,0.04,0.04
1528,0.04,0.04,0.04
1529,0.04,0.04,0.04
1530,0.04,0.04,0.04
1531,0.04,0.04,0.04
1532,0.04,0.04,0.04
1533,0.04,0.04,0.04
1534,0.04,0.04,0.04
1535,0.04,0.04,0.04
1536,0.04,0.04,0.04
1537,0.04,0.04,0.04
1538,0.04,0.04,0.04
1539,0.04,0.04,0.04
1540,0.04,0.04,0.04
1541,0.04,0.04,0.04
1542,0.04,0.04,0.04
1543,0.04,0.04,0.04
1544,0.04,0.04,0.04
1545,0.04,0.04,0.04
1546,0.04,0.04,0.04
1547,0.04,0.04,0.04
1548,0.04,0.04,0.04
1549,0.04,0.04,0.04
1550,0.04,0.04,0.04
1551,0.04,0.04,0.04
1552,0.04,0.04,0.04
1553,0.04,0.04,0.04
1554,0.04,0.04,0.04
1555,0.04,0.04,0.04
1556,0.04,0.04,0.04
1557,0.04,0.04,0.04
1558,0.04,0.04,0.04
1559,0.04,0.04,0.04
1560,0.04,0.04,0.04
1561,0.04,0.04,0.04
1562,0.04,0.04,0.04
1563,0.04,0.04,0.04
1564,0.04,0.04,0.04
1565,0.04,0.04,0.04
1566,0.04,0.04,0.04
1567,0.04,0.04,0.04
1568,0.04,0.04,0.04
1569,0.04,0.04,0.04
1570,0.04,0.04,0.04
1571,0.04,0.04,0.04
1572,0.04,0.04,0.04
1573,0.04,0.04,0.04
1574,0.04,0.04,0.04
1575,0.04,0.04,0.04
1576,0.04,0.04,0.04
1577,0.04,0.04,0.04
1578,0.04,0.04,0.04
1579,0.04,0.04,0.04
1580,0.04,0.04,0.04
1581,0.04,0.04,0.04
1582,0.04,0.04,0.04
1583,0.04,0.04,0.04
1584,0.04,0.04,0.04
1585,0.04,0.04,0.04
1586,0.04,0.04,0.04
1587,0.04,0.04,0.04
1588,0.04,0.04,0.04
1589,0.04,0.04,0.04
1590,0.04,0.04,0.04
1591,0.04,0.04,0.04
1592,0.04,0.04,0.04
1593,0.04,0.04,0.04
1594,0.04,0.04,0.04
1595,0.04,0.04,0.04
1596,0.04,0.04,0.04
1597,0.04,0.04,0.04
1598,0.04,0.04,0.04
1599,0.04,0.04,0.04
1600,0.04,0.04,0.04
1601,0.04,0.04,0.04
1602,0.04,0.04,0.04
1603,0.04,0.04,0.04
1604,0.04,0.04,0.04
1605,0.04,0.04,0.04
1606,0.04,0.04,0.04
1607,0.04,0.04,0.04
1608,0.04,0.04,0.04
1609,0.04,0.04,0.04
1610,0.04,0.04,0.04
1611,0.04,0.04,0.04
1612,0.04,0.04,0.04
1613,0.04,0.04,0.04
1614,0.04,0.04,0.04
1615,0.04,0.04,0.04
1616,0.04,0.04,0.04
1617,0.04,0.04,0.04
1618,0.04,0.04,0.04
1619,0.04,0.04,0.04
1620,0.04,0.04,0.04
1621,0.04,0.04,0.04
1622,0.04,0.04,0.04
1623,0.04,0.04,0.04
1624,0.04,0.04,0.04
1625,0.04,0.04,0.04
1626,0.04,0.04,0.04
1627,0.04,0.04,0.04
1628,0.04,0.04,0.04
1629,0.04,0.04,0.04
1630,0.04,0.04,0.04
1631,0.04,0.04,0.04
1632,0.04,0.04,0.04
1633,0.04,0.04,0.04
1634,0.04,0.04,0.04
1635,0.04,0.04,0.04
1636,0.04,0.04,0.04
1637,0.04,0.04,0.04
1638,0.04,0.04,0.04
1639,0.04,0.04,0.04
1640,0.04,0.04,0.04
1641,0.04,0.04,0.04
1642,0.04,0.04,0.04
1643,0.04,0.04,0.04
1644,0.04,0.04,0.04
1645,0.04,0.04,0.04
1646,0.04,0.04,0.04
1647,0.04,0.04,0.04
1648,0.04,0.04,0.04
1649,0.04,0.04,0.04
1650,0.04,0.04,0.04
1651,0.04,0.04,0.04
1652,0.04,0.04,0.04
1653,0.04,0.04,0.04
1654,0.04,0.04,0.04
1655,0.04,0.04,0.04
1656,0.04,0.04,0.04
1657,0.04,0.04,0.04
1658,0.04,0.04,0.04
1659,0.04,0.04,0.04
1660,0.04,0.04,0.04
1661,0.04,0.04,0.04
1662,0.04,0.04,0.04
1663,0.04,0.04,0.04
1664,0.04,0.04,0.04
1665,0.04,0.04,0.04
1666,0.04,0.04,0.04
1667,0.04,0.04,0.04
1668,0.04,0.04,0.04
1669,0.04,0.04,0.04
1670,0.04,0.04,0.04
1671,0.04,0.04,0.04
1672,0.04,0.04,0.04
1673,0.04,0.04,0.04
1674,0.04,0.04,0.04
1675,0.04,0.04,0.04
1676,0.04,0.04,0.04
1677,0.04,0.04,0.04
1678,0.04,0.04,0.04
1679,0.04,0.04,0.04
1680,0.04,0.04,0.04
1681,0.04,0.04,0.04
1682,0.04,0.04,0.04
1683,0.04,0.04,0.04
1684,0.04,0.04,0.04
1685,0.04,0.04,0.04
1686,0.04,0.04,0.04
1687,0.04,0.04,0.04
1688,0.04,0.04,0.04
1689,0.04,0.04,0.04
1690,0.04,0.04,0.04
1691,0.04,0.04,0.04
1692,0.04,0.04,0.04
1693,0.04,0.04,0.04
1694,0.04,0.04,0.04
1695,0.04,0.04,0.04
1696,0.04,0.04,0.04
1697,0.04,0.04,0.04
1698,0.04,0.04,0.04
1699,0.04,0.04,0.04
1700,0.04,0.04,0.04
1701,0.04,0.04,0.04
1702,0.04,0.04,0.04
1703,0.04,0.04,0.04
1704,0.04,0.04,0.04
1705,0.04,0.04,0.04
1706,0.04,0.04,0.04
1707,0.04,0.04,0.04
1708,0.04,0.04,0.04
1709,0.04,0.04,0.04
1710,0.04,0.04,0.04
1711,0.04,0.04,0.04
1712,0.04,0.04,0.04
1713,0.04,0.04,0.04
1714,0.04,0.04,0.04
1715,0.04,0.04,0.04
1716,0.04,0.04,0.04
1717,0.04,0.04,0.04
1718,0.04,0.04,0.04
1719,0.04,0.04,0.04
1720,0.04,0.04,0.04
1721,0.04,0.04,0.04
1722,0.04,0.04,0.04
1723,0.04,0.04,0.04
1724,0.04,0.04,0.04
1725,0.04,0.04,0.04
1726,0.04,0.04,0.04
1727,0.04,0.04,0.04
1728,0.04,0.04,0.04
1729,0.04,0.04,0.04
1730,0.04,0.04,0.04
1731,0.04,0.04,0.04
1732,0.04,0.04,0.04
1733,0.04,0.04,0.04
1734,0.04,0.04,0.04
1735,0.04,0.04,0.04
1736,0.04,0.04,0.04
1737,0.04,0.04,0.04
1738,0.04,0.04,0.04
1739,0.04,0.04,0.04
1740,0.04,0.04,0.04
1741,0.04,0.04,0.04
1742,0.04,0.04,0.04
1743,0.04,0.04,0.04
1744,0.04,0.04,0.04
1745,0.04,0.04,0.04
1746,0.04,0.04,0.04
1747,0.04,0.04,0.04
1748,0.04,0.04,0.04
1749,0.04,0.04,0.04
1750,0.04,0.04,0.04
1751,0.04,0.04,0.04
1752,0.04,0.04,0.04
1753,0.04,0.04,0.04
1754,0.04,0.04,0.04
1755,0.04,0.04,0.04
1756,0.04,0.04,0.04
1757,0.04,0.04,0.04
1758,0.04,0.04,0.04
1759,0.04,0.04,0.04
1760,0.04,0.04,0.04
1761,0.04,0.04,0.04
1762,0.04,0.04,0.04
1763,0.04,0.04,0.04
1764,0.04,0.04,0.04
1765,0.04,0.04,0.04
1766,0.04,0.04,0.04
1767,0.04,0.04,0.04
1768,0.04,0.04,0.04
1769,0.04,0.04,0.04
1770,0.04,0.04,0.04
1771,0.04,0.04,0.04
1772,0.04,0.04,0.04
1773,0.04,0.04,0.04
1774,0.04,0.04,0.04
1775,0.04,0.04,0.04
1776,0.04,0.04,0.04
1777,0.04,0.04,0.04
1778,0.04,0.04,0.04
1779,0.04,0.04,0.04
1780,0.04,0.04,0.04
1781,0.04,0.04,0.04
1782,0.04,0.04,0.04
1783,0.04,0.04,0.04
1784,0.04,0.04,0.04
1785,0.04,0.04,0.04
1786,0.04,0.04,0.04
1787,0.04,0.04,0.04
1788,0.04,0.04,0.04
1789,0.04,0.04,0.04
1790,0.04,0.04,0.04
1791,0.04,0.04,0.04
1792,0.04,0.04,0.04
1793,0.04,0.04,0.04
1794,0.04,0.04,0.04
1795,0.04,0.04,0.04
1796,0.04,0.04,0.04
1797,0.04,0.04,0.04
1798,0.04,0.04,0.04
1799,0.04,0.04,0.04
1800,0.04,0.04,0.04
1801,0.04,0.04,0.04
1802,0.04,0.04,0.04
1803,0.04,0.04,0.04
1804,0.04,0.04,0.04
1805,0.04,0.04,0.04
1806,0.04,0.04,0.04
1807,0.04,0.04,0.04
1808,0.04,0.04,0.04
1809,0.04,0.04,0.04
1810,0.04,0.04,0.04
1811,0.04,0.04,0.04
1812,0.04,0.04,0.04
1813,0.04,0.04,0.04
1814,0.04,0.04,0.04
1815,0.04,0.04,0.04
1816,0.04,0.04,0.04
1817,0.04,0.04,0.04
1818,0.04,0.04,0.04
1819,0.04,0.04,0.04
1820,0.04,0.04,0.04
1821,0.04,0.04,0.04
1822,0.04,0.04,0.04
1823,0.04,0.04,0.04
1824,0.04,0.04,0.04
1825,0.04,0.04,0.04
1826,0.04,0.04,0.04
1827,0.04,0.04,0.04
1828,0.04,0.04,0.04
1829,0.04,0.04,0.04
1830,0.04,0.04,0.04
1831,0.04,0.04,0.04
1832,0.04,0.04,0.04
1833,0.04,0.04,0.04
1834,0.04,0.04,0.04
1835,0.04,0.04,0.04
1836,0.04,0.04,0.04
1837,0.04,0.04,0.04
1838,0.04,0.04,0.04
1839,0.04,0.04,0.04
1840,0.04,0.04,0.04
1841,0.04,0.04,0.04
1842,0.04,0.04,0.04
1843,0.04,0.04,0.04
1844,0.04,0.04,0.04
1845,0.04,0.04,0.04
1846,0.04,0.04,0.04
1847,0.04,0.04,0.04
1848,0.04,0.04,0.04
1849,0.04,0.04,0.04
1850,0.04,0.04,0.04
1851,0.04,0.04,0.04
1852,0.04,0.04,0.04
1853,0.04,0.04,0.04
1854,0.04,0.04,0.04
1855,0.04,0.04,0.04
1856,0.04,0.04,0.04
1857,0.04,0.04,0.04
1858,0.04,0.04,0.04
1859,0.04,0.04,0.04
1860,0.04,0.04,0.04
1861,0.04,0.04,0.04
1862,0.04,0.04,0.04
1863,0.04,0.04,0.04
1864,0.04,0.04,0.04
1865,0.04,0.04,0.04
1866,0.04,0.04,0.04
1867,0.04,0.04,0.04
1868,0.04,0.04,0.04
1869,0.04,0.04,0.04
1870,0.04,0.04,0.04
1871,0.04,0.04,0.04
1872,0.04,0.04,0.04
1873,0.04,0.04,0.04
1874,0.04,0.04,0.04
1875,0.04,0.04,0.04
1876,0.04,0.04,0.04
1877,0.04,0.04,0.04
1878,0.04,0.04,0.04
1879,0.04,0.04,0.04
1880,0.04,0.04,0.04
1881,0.04,0.04,0.04
1882,0.04,0.04,0.04
1883,0.04,0.04,0.04
1884,0.04,0.04,0.04
1885,0.04,0.04,0.04
1886,0.04,0.04,0.04
1887,0.04,0.04,0.04
1888,0.04,0.04,0.04
1889,0.04,0.04,0.04
1890,0.04,0.04,0.04
1891,0.04,0.04,0.04
1892,0.04,0.04,0.04
1893,0.04,0.04,0.04
1894,0.04,0.04,0.04
1895,0.04,0.04,0.04
1896,0.04,0.04,0.04
1897,0.04,0.04,0.04
1898,0.04,0.04,0.04
1899,0.04,0.04,0.04
1900,0.04,0.04,0.04
1901,0.04,0.04,0.04
1902,0.04,0.04,0.04
1903,0.04,0.04,0.04
1904,0.04,0.04,0.04
1905,0.04,0.04,0.04
1906,0.04,0.04,0.04
1907,0.04,0.04,0.04
1908,0.04,0.04,0.04
1909,0.04,0.04,0.04
1910,0.04,0.04,0.04
1911,0.04,0.04,0.04
1912,0.04,0.04,0.04
1913,0.04,0.04,0.04
1914,0.04,0.04,0.04
1915,0.04,0.04,0.04
1916,0.04,0.04,0.04
1917,0.04,0.04,0.04
1918,0.04,0.04,0.04
1919,0.04,0.04,0.04
1920,0.04,0.04,0.04
1921,0.04,0.04,0.04
1922,0.04,0.04,0.04
1923,0.04,0.04,0.04
