Time_Index,elec_max_MWh_z1,elec_max_MWh_z2,elec_max_MWh_z3
1658,12,12,12
1659,12,12,12
1660,12,12,12
1661,12,12,12
1662,12,12,12
1663,12,12,12
1664,12,12,12
1665,12,12,12
1666,12,12,12
1667,12,12,12
1668,12,12,12
1669,12,12,12
1670,12,12,12
1671,12,12,12
1672,12,12,12
1673,12,12,12
1674,12,12,12
1675,12,12,12
1676,12,12,12
1677,12,12,12
1678,12,12,12
1679,12,12,12
1680,12,12,12
1681,12,12,12
1682,12,12,12
1683,12,12,12
1684,12,12,12
1685,12,12,12
1686,12,12,12
1687,12,12,12
1688,12,12,12
1689,12,12,12
1690,12,12,12
1691,12,12,12
1692,12,12,12
1693,12,12,12
1694,12,12,12
1695,12,12,12
1696,12,12,12
1697,12,12,12
1698,12,12,12
1699,12,12,12
1700,12,12,12
1701,12,12,12
1702,12,12,12
1703,12,12,12
1704,12,12,12
1705,12,12,12
1706,12,12,12
1707,12,12,12
1708,12,12,12
1709,12,12,12
1710,12,12,12
1711,12,12,12
1712,12,12,12
1713,12,12,12
1714,12,12,12
1715,12,12,12
1716,12,12,12
1717,12,12,12
1718,12,12,12
1719,12,12,12
1720,12,12,12
1721,12,12,12
1722,12,12,12
1723,12,12,12
1724,12,12,12
1725,12,12,12
1726,12,12,12
1727,12,12,12
1728,12,12,12
1729,12,12,12
1730,12,12,12
1731,12,12,12
1732,12,12,12
1733,12,12,12
1734,12,12,12
1735,12,12,12
1736,12,12,12
1737,12,12,12
1738,12,12,12
1739,12,12,12
1740,12,12,12
1741,12,12,12
1742,12,12,12
1743,12,12,12
1744,12,12,12
1745,12,12,12
1746,12,12,12
1747,12,12,12
1748,12,12,12
1749,12,12,12
1750,12,12,12
1751,12,12,12
1752,12,12,12
1753,12,12,12
1754,12,12,12
1755,12,12,12
1756,12,12,12
1757,12,12,12
1758,12,12,12
1759,12,12,12
1760,12,12,12
1761,12,12,12
1762,12,12,12
1763,12,12,12
1764,12,12,12
1765,12,12,12
1766,12,12,12
1767,12,12,12
1768,12,12,12
1769,12,12,12
1770,12,12,12
1771,12,12,12
1772,12,12,12
1773,12,12,12
1774,12,12,12
1775,12,12,12
1776,12,12,12
1777,12,12,12
1778,12,12,12
1779,12,12,12
1780,12,12,12
1781,12,12,12
1782,12,12,12
1783,12,12,12
1784,12,12,12
1785,12,12,12
1786,12,12,12
1787,12,12,12
1788,12,12,12
1789,12,12,12
1790,12,12,12
1791,12,12,12
1792,12,12,12
1793,12,12,12
1794,12,12,12
1795,12,12,12
1796,12,12,12
1797,12,12,12
1798,12,12,12
1799,12,12,12
1800,12,12,12
1801,12,12,12
1802,12,12,12
1803,12,12,12
1804,12,12,12
1805,12,12,12
1806,12,12,12
1807,12,12,12
1808,12,12,12
1809,12,12,12
1810,12,12,12
1811,12,12,12
1812,12,12,12
1813,12,12,12
1814,12,12,12
1815,12,12,12
1816,12,12,12
1817,12,12,12
1818,12,12,12
1819,12,12,12
1820,12,12,12
1821,12,12,12
1822,12,12,12
1823,12,12,12
1824,12,12,12
1825,12,12,12
1826,12,12,12
1827,12,12,12
1828,12,12,12
1829,12,12,12
1830,12,12,12
1831,12,12,12
1832,12,12,12
1833,12,12,12
1834,12,12,12
1835,12,12,12
1836,12,12,12
1837,12,12,12
1838,12,12,12
1839,12,12,12
1840,12,12,12
1841,12,12,12
1842,12,12,12
1843,12,12,12
1844,12,12,12
1845,12,12,12
1846,12,12,12
1847,12,12,12
1848,12,12,12
1849,12,12,12
1850,12,12,12
1851,12,12,12
1852,12,12,12
1853,12,12,12
1854,12,12,12
1855,12,12,12
1856,12,12,12
1857,12,12,12
1858,12,12,12
1859,12,12,12
1860,12,12,12
1861,12,12,12
1862,12,12,12
1863,12,12,12
1864,12,12,12
1865,12,12,12
1866,12,12,12
1867,12,12,12
1868,12,12,12
1869,12,12,12
1870,12,12,12
1871,12,12,12
1872,12,12,12
1873,12,12,12
1874,12,12,12
1875,12,12,12
1876,12,12,12
1877,12,12,12
1878,12,12,12
1879,12,12,12
1880,12,12,12
1881,12,12,12
1882,12,12,12
1883,12,12,12
1884,12,12,12
1885,12,12,12
1886,12,12,12
1887,12,12,12
1888,12,12,12
1889,12,12,12
1890,12,12,12
1891,12,12,12
1892,12,12,12
1893,12,12,12
1894,12,12,12
1895,12,12,12
1896,12,12,12
1897,12,12,12
1898,12,12,12
1899,12,12,12
1900,12,12,12
1901,12,12,12
1902,12,12,12
1903,12,12,12
1904,12,12,12
1905,12,12,12
1906,12,12,12
1907,12,12,12
1908,12,12,12
1909,12,12,12
1910,12,12,12
1911,12,12,12
1912,12,12,12
1913,12,12,12
1914,12,12,12
1915,12,12,12
1916,12,12,12
1917,12,12,12
1918,12,12,12
1919,12,12,12
1920,12,12,12
1921,12,12,12
1922,12,12,12
1923,12,12,12
1924,12,12,12
1925,12,12,12
1926,12,12,12
1927,12,12,12
1928,12,12,12
1929,12,12,12
1930,12,12,12
1931,12,12,12
1932,12,12,12
1933,12,12,12
1934,12,12,12
1935,12,12,12
1936,12,12,12
1937,12,12,12
1938,12,12,12
1939,12,12,12
1940,12,12,12
1941,12,12,12
1942,12,12,12
1943,12,12,12
1944,12,12,12
1945,12,12,12
1946,12,12,12
1947,12,12,12
1948,12,12,12
1949,12,12,12
1950,12,12,12
1951,12,12,12
1952,12,12,12
1953,12,12,12
1954,12,12,12
1955,12,12,12
1956,12,12,12
1957,12,12,12
1958,12,12,12
1959,12,12,12
1960,12,12,12
1961,12,12,12
1962,12,12,12
1963,12,12,12
1964,12,12,12
1965,12,12,12
1966,12,12,12
1967,12,12,12
1968,12,12,12
1969,12,12,12
1970,12,12,12
1971,12,12,12
1972,12,12,12
1973,12,12,12
1974,12,12,12
1975,12,12,12
1976,12,12,12
1977,12,12,12
1978,12,12,12
1979,12,12,12
1980,12,12,12
1981,12,12,12
1982,12,12,12
1983,12,12,12
1984,12,12,12
1985,12,12,12
1986,12,12,12
1987,12,12,12
1988,12,12,12
1989,12,12,12
1990,12,12,12
1991,12,12,12
1992,12,12,12
1993,12,12,12
1994,12,12,12
1995,12,12,12
1996,12,12,12
1997,12,12,12
1998,12,12,12
1999,12,12,12
2000,12,12,12
2001,12,12,12
2002,12,12,12
2003,12,12,12
2004,12,12,12
2005,12,12,12
2006,12,12,12
2007,12,12,12
2008,12,12,12
2009,12,12,12
2010,12,12,12
2011,12,12,12
2012,12,12,12
2013,12,12,12
2014,12,12,12
2015,12,12,12
2016,12,12,12
2017,12,12,12
2018,12,12,12
2019,12,12,12
2020,12,12,12
2021,12,12,12
2022,12,12,12
2023,12,12,12
2024,12,12,12
2025,12,12,12
2026,12,12,12
2027,12,12,12
2028,12,12,12
2029,12,12,12
2030,12,12,12
2031,12,12,12
2032,12,12,12
2033,12,12,12
2034,12,12,12
2035,12,12,12
2036,12,12,12
2037,12,12,12
2038,12,12,12
2039,12,12,12
2040,12,12,12
2041,12,12,12
2042,12,12,12
2043,12,12,12
2044,12,12,12
2045,12,12,12
2046,12,12,12
2047,12,12,12
2048,12,12,12
2049,12,12,12
2050,12,12,12
2051,12,12,12
2052,12,12,12
2053,12,12,12
2054,12,12,12
2055,12,12,12
2056,12,12,12
2057,12,12,12
2058,12,12,12
2059,12,12,12
2060,12,12,12
2061,12,12,12
2062,12,12,12
2063,12,12,12
2064,12,12,12
2065,12,12,12
2066,12,12,12
2067,12,12,12
2068,12,12,12
2069,12,12,12
2070,12,12,12
2071,12,12,12
2072,12,12,12
2073,12,12,12
2074,12,12,12
2075,12,12,12
2076,12,12,12
2077,12,12,12
2078,12,12,12
2079,12,12,12
2080,12,12,12
2081,12,12,12
2082,12,12,12
2083,12,12,12
2084,12,12,12
2085,12,12,12
2086,12,12,12
2087,12,12,12
2088,12,12,12
2089,12,12,12
2090,12,12,12
2091,12,12,12
2092,12,12,12
2093,12,12,12
2094,12,12,12
2095,12,12,12
2096,12,12,12
2097,12,12,12
2098,12,12,12
2099,12,12,12
2100,12,12,12
2101,12,12,12
2102,12,12,12
2103,12,12,12
2104,12,12,12
2105,12,12,12
2106,12,12,12
2107,12,12,12
2108,12,12,12
2109,12,12,12
2110,12,12,12
2111,12,12,12
2112,12,12,12
2113,12,12,12
2114,12,12,12
2115,12,12,12
2116,12,12,12
2117,12,12,12
2118,12,12,12
2119,12,12,12
2120,12,12,12
2121,12,12,12
2122,12,12,12
2123,12,12,12
2124,12,12,12
2125,12,12,12
2126,12,12,12
2127,12,12,12
2128,12,12,12
2129,12,12,12
2130,12,12,12
2131,12,12,12
2132,12,12,12
2133,12,12,12
2134,12,12,12
2135,12,12,12
2136,12,12,12
2137,12,12,12
2138,12,12,12
2139,12,12,12
2140,12,12,12
2141,12,12,12
2142,12,12,12
2143,12,12,12
2144,12,12,12
2145,12,12,12
2146,12,12,12
2147,12,12,12
2148,12,12,12
2149,12,12,12
2150,12,12,12
2151,12,12,12
2152,12,12,12
2153,12,12,12
2154,12,12,12
2155,12,12,12
2156,12,12,12
2157,12,12,12
2158,12,12,12
2159,12,12,12
2160,12,12,12
2161,12,12,12
2162,12,12,12
2163,12,12,12
2164,12,12,12
2165,12,12,12
2166,12,12,12
2167,12,12,12
2168,12,12,12
2169,12,12,12
2170,12,12,12
2171,12,12,12
2172,12,12,12
2173,12,12,12
2174,12,12,12
2175,12,12,12
2176,12,12,12
2177,12,12,12
2178,12,12,12
2179,12,12,12
2180,12,12,12
2181,12,12,12
2182,12,12,12
2183,12,12,12
2184,12,12,12
2185,12,12,12
2186,12,12,12
2187,12,12,12
2188,12,12,12
2189,12,12,12
2190,12,12,12
2191,12,12,12
2192,12,12,12
2193,12,12,12
2194,12,12,12
2195,12,12,12
2196,12,12,12
2197,12,12,12
2198,12,12,12
2199,12,12,12
2200,12,12,12
2201,12,12,12
2202,12,12,12
2203,12,12,12
2204,12,12,12
2205,12,12,12
2206,12,12,12
2207,12,12,12
2208,12,12,12
2209,12,12,12
2210,12,12,12
2211,12,12,12
2212,12,12,12
2213,12,12,12
2214,12,12,12
2215,12,12,12
2216,12,12,12
2217,12,12,12
2218,12,12,12
2219,12,12,12
2220,12,12,12
2221,12,12,12
2222,12,12,12
2223,12,12,12
2224,12,12,12
2225,12,12,12
2226,12,12,12
2227,12,12,12
2228,12,12,12
2229,12,12,12
2230,12,12,12
2231,12,12,12
2232,12,12,12
2233,12,12,12
2234,12,12,12
2235,12,12,12
2236,12,12,12
2237,12,12,12
2238,12,12,12
2239,12,12,12
2240,12,12,12
2241,12,12,12
2242,12,12,12
2243,12,12,12
2244,12,12,12
2245,12,12,12
2246,12,12,12
2247,12,12,12
2248,12,12,12
2249,12,12,12
2250,12,12,12
2251,12,12,12
2252,12,12,12
2253,12,12,12
2254,12,12,12
2255,12,12,12
2256,12,12,12
2257,12,12,12
2258,12,12,12
2259,12,12,12
2260,12,12,12
2261,12,12,12
2262,12,12,12
2263,12,12,12
2264,12,12,12
2265,12,12,12
2266,12,12,12
2267,12,12,12
2268,12,12,12
2269,12,12,12
2270,12,12,12
2271,12,12,12
2272,12,12,12
2273,12,12,12
2274,12,12,12
2275,12,12,12
2276,12,12,12
2277,12,12,12
2278,12,12,12
2279,12,12,12
2280,12,12,12
2281,12,12,12
2282,12,12,12
2283,12,12,12
2284,12,12,12
2285,12,12,12
2286,12,12,12
2287,12,12,12
2288,12,12,12
2289,12,12,12
2290,12,12,12
2291,12,12,12
2292,12,12,12
2293,12,12,12
2294,12,12,12
2295,12,12,12
2296,12,12,12
2297,12,12,12
2298,12,12,12
2299,12,12,12
2300,12,12,12
2301,12,12,12
2302,12,12,12
2303,12,12,12
2304,12,12,12
2305,12,12,12
2306,12,12,12
2307,12,12,12
2308,12,12,12
2309,12,12,12
2310,12,12,12
2311,12,12,12
2312,12,12,12
2313,12,12,12
2314,12,12,12
2315,12,12,12
2316,12,12,12
2317,12,12,12
2318,12,12,12
2319,12,12,12
2320,12,12,12
2321,12,12,12
2322,12,12,12
2323,12,12,12
2324,12,12,12
2325,12,12,12
2326,12,12,12
2327,12,12,12
2328,12,12,12
2329,12,12,12
2330,12,12,12
2331,12,12,12
2332,12,12,12
2333,12,12,12
2334,12,12,12
2335,12,12,12
2336,12,12,12
2337,12,12,12
2338,12,12,12
2339,12,12,12
2340,12,12,12
2341,12,12,12
2342,12,12,12
2343,12,12,12
2344,12,12,12
2345,12,12,12
2346,12,12,12
2347,12,12,12
2348,12,12,12
2349,12,12,12
2350,12,12,12
2351,12,12,12
2352,12,12,12
2353,12,12,12
2354,12,12,12
2355,12,12,12
2356,12,12,12
2357,12,12,12
2358,12,12,12
2359,12,12,12
2360,12,12,12
2361,12,12,12
2362,12,12,12
2363,12,12,12
2364,12,12,12
2365,12,12,12
2366,12,12,12
2367,12,12,12
2368,12,12,12
2369,12,12,12
2370,12,12,12
2371,12,12,12
2372,12,12,12
2373,12,12,12
2374,12,12,12
2375,12,12,12
2376,12,12,12
2377,12,12,12
2378,12,12,12
2379,12,12,12
2380,12,12,12
2381,12,12,12
2382,12,12,12
2383,12,12,12
2384,12,12,12
2385,12,12,12
2386,12,12,12
2387,12,12,12
2388,12,12,12
2389,12,12,12
2390,12,12,12
2391,12,12,12
2392,12,12,12
2393,12,12,12
2394,12,12,12
2395,12,12,12
2396,12,12,12
2397,12,12,12
2398,12,12,12
2399,12,12,12
2400,12,12,12
2401,12,12,12
2402,12,12,12
2403,12,12,12
2404,12,12,12
2405,12,12,12
2406,12,12,12
2407,12,12,12
2408,12,12,12
2409,12,12,12
2410,12,12,12
2411,12,12,12
2412,12,12,12
2413,12,12,12
2414,12,12,12
2415,12,12,12
2416,12,12,12
2417,12,12,12
2418,12,12,12
2419,12,12,12
2420,12,12,12
2421,12,12,12
2422,12,12,12
2423,12,12,12
2424,12,12,12
2425,12,12,12
2426,12,12,12
2427,12,12,12
2428,12,12,12
2429,12,12,12
2430,12,12,12
2431,12,12,12
2432,12,12,12
2433,12,12,12
2434,12,12,12
2435,12,12,12
2436,12,12,12
2437,12,12,12
2438,12,12,12
2439,12,12,12
2440,12,12,12
2441,12,12,12
2442,12,12,12
2443,12,12,12
2444,12,12,12
2445,12,12,12
2446,12,12,12
2447,12,12,12
2448,12,12,12
2449,12,12,12
2450,12,12,12
2451,12,12,12
2452,12,12,12
2453,12,12,12
2454,12,12,12
2455,12,12,12
2456,12,12,12
2457,12,12,12
2458,12,12,12
2459,12,12,12
2460,12,12,12
2461,12,12,12
2462,12,12,12
2463,12,12,12
2464,12,12,12
2465,12,12,12
2466,12,12,12
2467,12,12,12
2468,12,12,12
2469,12,12,12
2470,12,12,12
2471,12,12,12
2472,12,12,12
2473,12,12,12
2474,12,12,12
2475,12,12,12
2476,12,12,12
2477,12,12,12
2478,12,12,12
2479,12,12,12
2480,12,12,12
2481,12,12,12
2482,12,12,12
2483,12,12,12
2484,12,12,12
2485,12,12,12
2486,12,12,12
2487,12,12,12
2488,12,12,12
2489,12,12,12
2490,12,12,12
2491,12,12,12
2492,12,12,12
2493,12,12,12
2494,12,12,12
2495,12,12,12
2496,12,12,12
2497,12,12,12
2498,12,12,12
2499,12,12,12
2500,12,12,12
2501,12,12,12
2502,12,12,12
2503,12,12,12
2504,12,12,12
2505,12,12,12
2506,12,12,12
2507,12,12,12
2508,12,12,12
2509,12,12,12
2510,12,12,12
2511,12,12,12
2512,12,12,12
2513,12,12,12
2514,12,12,12
2515,12,12,12
2516,12,12,12
2517,12,12,12
2518,12,12,12
2519,12,12,12
2520,12,12,12
2521,12,12,12
2522,12,12,12
2523,12,12,12
2524,12,12,12
2525,12,12,12
2526,12,12,12
2527,12,12,12
2528,12,12,12
2529,12,12,12
2530,12,12,12
2531,12,12,12
2532,12,12,12
2533,12,12,12
2534,12,12,12
2535,12,12,12
2536,12,12,12
2537,12,12,12
2538,12,12,12
2539,12,12,12
2540,12,12,12
2541,12,12,12
2542,12,12,12
2543,12,12,12
2544,12,12,12
2545,12,12,12
2546,12,12,12
2547,12,12,12
2548,12,12,12
2549,12,12,12
2550,12,12,12
2551,12,12,12
2552,12,12,12
2553,12,12,12
2554,12,12,12
2555,12,12,12
2556,12,12,12
2557,12,12,12
2558,12,12,12
2559,12,12,12
2560,12,12,12
2561,12,12,12
2562,12,12,12
2563,12,12,12
2564,12,12,12
2565,12,12,12
2566,12,12,12
2567,12,12,12
2568,12,12,12
2569,12,12,12
2570,12,12,12
2571,12,12,12
2572,12,12,12
2573,12,12,12
2574,12,12,12
2575,12,12,12
2576,12,12,12
2577,12,12,12
2578,12,12,12
2579,12,12,12
2580,12,12,12
2581,12,12,12
2582,12,12,12
2583,12,12,12
2584,12,12,12
2585,12,12,12
2586,12,12,12
2587,12,12,12
2588,12,12,12
2589,12,12,12
2590,12,12,12
2591,12,12,12
2592,12,12,12
2593,12,12,12
2594,12,12,12
2595,12,12,12
2596,12,12,12
2597,12,12,12
2598,12,12,12
2599,12,12,12
2600,12,12,12
2601,12,12,12
2602,12,12,12
2603,12,12,12
2604,12,12,12
2605,12,12,12
2606,12,12,12
2607,12,12,12
2608,12,12,12
2609,12,12,12
2610,12,12,12
2611,12,12,12
2612,12,12,12
2613,12,12,12
2614,12,12,12
2615,12,12,12
2616,12,12,12
2617,12,12,12
2618,12,12,12
2619,12,12,12
2620,12,12,12
2621,12,12,12
2622,12,12,12
2623,12,12,12
2624,12,12,12
2625,12,12,12
2626,12,12,12
2627,12,12,12
2628,12,12,12
2629,12,12,12
2630,12,12,12
2631,12,12,12
2632,12,12,12
2633,12,12,12
2634,12,12,12
2635,12,12,12
2636,12,12,12
2637,12,12,12
2638,12,12,12
2639,12,12,12
2640,12,12,12
2641,12,12,12
2642,12,12,12
2643,12,12,12
2644,12,12,12
2645,12,12,12
2646,12,12,12
2647,12,12,12
2648,12,12,12
2649,12,12,12
2650,12,12,12
2651,12,12,12
2652,12,12,12
2653,12,12,12
2654,12,12,12
2655,12,12,12
2656,12,12,12
2657,12,12,12
2658,12,12,12
2659,12,12,12
2660,12,12,12
2661,12,12,12
2662,12,12,12
2663,12,12,12
2664,12,12,12
2665,12,12,12
2666,12,12,12
2667,12,12,12
2668,12,12,12
2669,12,12,12
2670,12,12,12
2671,12,12,12
2672,12,12,12
2673,12,12,12
2674,12,12,12
2675,12,12,12
2676,12,12,12
2677,12,12,12
2678,12,12,12
2679,12,12,12
2680,12,12,12
2681,12,12,12
2682,12,12,12
2683,12,12,12
2684,12,12,12
2685,12,12,12
2686,12,12,12
2687,12,12,12
2688,12,12,12
2689,12,12,12
2690,12,12,12
2691,12,12,12
2692,12,12,12
2693,12,12,12
2694,12,12,12
2695,12,12,12
2696,12,12,12
2697,12,12,12
2698,12,12,12
2699,12,12,12
2700,12,12,12
2701,12,12,12
2702,12,12,12
2703,12,12,12
2704,12,12,12
2705,12,12,12
2706,12,12,12
2707,12,12,12
2708,12,12,12
2709,12,12,12
2710,12,12,12
2711,12,12,12
2712,12,12,12
2713,12,12,12
2714,12,12,12
2715,12,12,12
2716,12,12,12
2717,12,12,12
2718,12,12,12
2719,12,12,12
2720,12,12,12
2721,12,12,12
2722,12,12,12
2723,12,12,12
2724,12,12,12
2725,12,12,12
2726,12,12,12
2727,12,12,12
2728,12,12,12
2729,12,12,12
2730,12,12,12
2731,12,12,12
2732,12,12,12
2733,12,12,12
2734,12,12,12
2735,12,12,12
2736,12,12,12
2737,12,12,12
2738,12,12,12
2739,12,12,12
2740,12,12,12
2741,12,12,12
2742,12,12,12
2743,12,12,12
2744,12,12,12
2745,12,12,12
2746,12,12,12
2747,12,12,12
2748,12,12,12
2749,12,12,12
2750,12,12,12
2751,12,12,12
2752,12,12,12
2753,12,12,12
2754,12,12,12
2755,12,12,12
2756,12,12,12
2757,12,12,12
2758,12,12,12
2759,12,12,12
2760,12,12,12
2761,12,12,12
2762,12,12,12
2763,12,12,12
2764,12,12,12
2765,12,12,12
2766,12,12,12
2767,12,12,12
2768,12,12,12
2769,12,12,12
2770,12,12,12
2771,12,12,12
2772,12,12,12
2773,12,12,12
2774,12,12,12
2775,12,12,12
2776,12,12,12
2777,12,12,12
2778,12,12,12
2779,12,12,12
2780,12,12,12
2781,12,12,12
2782,12,12,12
2783,12,12,12
2784,12,12,12
2785,12,12,12
2786,12,12,12
2787,12,12,12
2788,12,12,12
2789,12,12,12
2790,12,12,12
2791,12,12,12
2792,12,12,12
2793,12,12,12
2794,12,12,12
2795,12,12,12
2796,12,12,12
2797,12,12,12
2798,12,12,12
2799,12,12,12
2800,12,12,12
2801,12,12,12
2802,12,12,12
2803,12,12,12
2804,12,12,12
2805,12,12,12
2806,12,12,12
2807,12,12,12
2808,12,12,12
2809,12,12,12
2810,12,12,12
2811,12,12,12
2812,12,12,12
2813,12,12,12
2814,12,12,12
2815,12,12,12
2816,12,12,12
2817,12,12,12
2818,12,12,12
2819,12,12,12
2820,12,12,12
2821,12,12,12
2822,12,12,12
2823,12,12,12
2824,12,12,12
2825,12,12,12
2826,12,12,12
2827,12,12,12
2828,12,12,12
2829,12,12,12
2830,12,12,12
2831,12,12,12
2832,12,12,12
2833,12,12,12
2834,12,12,12
2835,12,12,12
2836,12,12,12
2837,12,12,12
2838,12,12,12
2839,12,12,12
2840,12,12,12
2841,12,12,12
2842,12,12,12
2843,12,12,12
2844,12,12,12
2845,12,12,12
2846,12,12,12
2847,12,12,12
2848,12,12,12
2849,12,12,12
2850,12,12,12
2851,12,12,12
2852,12,12,12
2853,12,12,12
2854,12,12,12
2855,12,12,12
2856,12,12,12
2857,12,12,12
2858,12,12,12
2859,12,12,12
2860,12,12,12
2861,12,12,12
2862,12,12,12
2863,12,12,12
2864,12,12,12
2865,12,12,12
2866,12,12,12
2867,12,12,12
2868,12,12,12
2869,12,12,12
2870,12,12,12
2871,12,12,12
2872,12,12,12
2873,12,12,12
2874,12,12,12
2875,12,12,12
2876,12,12,12
2877,12,12,12
2878,12,12,12
2879,12,12,12
2880,12,12,12
2881,12,12,12
2882,12,12,12
2883,12,12,12
2884,12,12,12
2885,12,12,12
2886,12,12,12
2887,12,12,12
2888,12,12,12
2889,12,12,12
2890,12,12,12
2891,12,12,12
2892,12,12,12
2893,12,12,12
2894,12,12,12
2895,12,12,12
2896,12,12,12
2897,12,12,12
2898,12,12,12
2899,12,12,12
2900,12,12,12
2901,12,12,12
2902,12,12,12
2903,12,12,12
2904,12,12,12
2905,12,12,12
2906,12,12,12
2907,12,12,12
2908,12,12,12
2909,12,12,12
2910,12,12,12
2911,12,12,12
2912,12,12,12
2913,12,12,12
2914,12,12,12
2915,12,12,12
2916,12,12,12
2917,12,12,12
2918,12,12,12
2919,12,12,12
2920,12,12,12
2921,12,12,12
2922,12,12,12
2923,12,12,12
2924,12,12,12
2925,12,12,12
2926,12,12,12
2927,12,12,12
2928,12,12,12
2929,12,12,12
2930,12,12,12
2931,12,12,12
2932,12,12,12
2933,12,12,12
2934,12,12,12
2935,12,12,12
2936,12,12,12
2937,12,12,12
2938,12,12,12
2939,12,12,12
2940,12,12,12
2941,12,12,12
2942,12,12,12
2943,12,12,12
2944,12,12,12
2945,12,12,12
2946,12,12,12
2947,12,12,12
2948,12,12,12
2949,12,12,12
2950,12,12,12
2951,12,12,12
2952,12,12,12
2953,12,12,12
2954,12,12,12
2955,12,12,12
2956,12,12,12
2957,12,12,12
2958,12,12,12
2959,12,12,12
2960,12,12,12
2961,12,12,12
2962,12,12,12
2963,12,12,12
2964,12,12,12
2965,12,12,12
2966,12,12,12
2967,12,12,12
2968,12,12,12
2969,12,12,12
2970,12,12,12
2971,12,12,12
2972,12,12,12
2973,12,12,12
2974,12,12,12
2975,12,12,12
2976,12,12,12
2977,12,12,12
2978,12,12,12
2979,12,12,12
2980,12,12,12
2981,12,12,12
2982,12,12,12
2983,12,12,12
2984,12,12,12
2985,12,12,12
2986,12,12,12
2987,12,12,12
2988,12,12,12
2989,12,12,12
2990,12,12,12
2991,12,12,12
2992,12,12,12
2993,12,12,12
2994,12,12,12
2995,12,12,12
2996,12,12,12
2997,12,12,12
2998,12,12,12
2999,12,12,12
3000,12,12,12
3001,12,12,12
3002,12,12,12
3003,12,12,12
3004,12,12,12
3005,12,12,12
3006,12,12,12
3007,12,12,12
3008,12,12,12
3009,12,12,12
3010,12,12,12
3011,12,12,12
3012,12,12,12
3013,12,12,12
3014,12,12,12
3015,12,12,12
3016,12,12,12
3017,12,12,12
3018,12,12,12
3019,12,12,12
3020,12,12,12
3021,12,12,12
3022,12,12,12
3023,12,12,12
3024,12,12,12
3025,12,12,12
3026,12,12,12
3027,12,12,12
3028,12,12,12
3029,12,12,12
3030,12,12,12
3031,12,12,12
3032,12,12,12
3033,12,12,12
3034,12,12,12
3035,12,12,12
3036,12,12,12
3037,12,12,12
3038,12,12,12
3039,12,12,12
3040,12,12,12
3041,12,12,12
3042,12,12,12
3043,12,12,12
3044,12,12,12
3045,12,12,12
3046,12,12,12
3047,12,12,12
3048,12,12,12
3049,12,12,12
3050,12,12,12
3051,12,12,12
3052,12,12,12
3053,12,12,12
3054,12,12,12
3055,12,12,12
3056,12,12,12
3057,12,12,12
3058,12,12,12
3059,12,12,12
3060,12,12,12
3061,12,12,12
3062,12,12,12
3063,12,12,12
3064,12,12,12
3065,12,12,12
3066,12,12,12
3067,12,12,12
3068,12,12,12
3069,12,12,12
3070,12,12,12
3071,12,12,12
3072,12,12,12
3073,12,12,12
3074,12,12,12
3075,12,12,12
3076,12,12,12
3077,12,12,12
3078,12,12,12
3079,12,12,12
3080,12,12,12
3081,12,12,12
3082,12,12,12
3083,12,12,12
3084,12,12,12
3085,12,12,12
3086,12,12,12
3087,12,12,12
3088,12,12,12
3089,12,12,12
3090,12,12,12
3091,12,12,12
3092,12,12,12
3093,12,12,12
3094,12,12,12
3095,12,12,12
3096,12,12,12
3097,12,12,12
3098,12,12,12
3099,12,12,12
3100,12,12,12
3101,12,12,12
3102,12,12,12
3103,12,12,12
3104,12,12,12
3105,12,12,12
3106,12,12,12
3107,12,12,12
3108,12,12,12
3109,12,12,12
3110,12,12,12
3111,12,12,12
3112,12,12,12
3113,12,12,12
3114,12,12,12
3115,12,12,12
3116,12,12,12
3117,12,12,12
3118,12,12,12
3119,12,12,12
3120,12,12,12
3121,12,12,12
3122,12,12,12
3123,12,12,12
3124,12,12,12
3125,12,12,12
3126,12,12,12
3127,12,12,12
3128,12,12,12
3129,12,12,12
3130,12,12,12
3131,12,12,12
3132,12,12,12
3133,12,12,12
3134,12,12,12
3135,12,12,12
3136,12,12,12
3137,12,12,12
3138,12,12,12
3139,12,12,12
3140,12,12,12
3141,12,12,12
3142,12,12,12
3143,12,12,12
3144,12,12,12
3145,12,12,12
3146,12,12,12
3147,12,12,12
3148,12,12,12
3149,12,12,12
3150,12,12,12
3151,12,12,12
3152,12,12,12
3153,12,12,12
3154,12,12,12
3155,12,12,12
3156,12,12,12
3157,12,12,12
3158,12,12,12
3159,12,12,12
3160,12,12,12
3161,12,12,12
3162,12,12,12
3163,12,12,12
3164,12,12,12
3165,12,12,12
3166,12,12,12
3167,12,12,12
3168,12,12,12
3169,12,12,12
3170,12,12,12
3171,12,12,12
3172,12,12,12
3173,12,12,12
3174,12,12,12
3175,12,12,12
3176,12,12,12
3177,12,12,12
3178,12,12,12
3179,12,12,12
3180,12,12,12
3181,12,12,12
3182,12,12,12
3183,12,12,12
3184,12,12,12
3185,12,12,12
3186,12,12,12
3187,12,12,12
3188,12,12,12
3189,12,12,12
3190,12,12,12
3191,12,12,12
3192,12,12,12
3193,12,12,12
3194,12,12,12
3195,12,12,12
3196,12,12,12
3197,12,12,12
3198,12,12,12
3199,12,12,12
3200,12,12,12
3201,12,12,12
3202,12,12,12
3203,12,12,12
3204,12,12,12
3205,12,12,12
3206,12,12,12
3207,12,12,12
